Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,780252,0.9217,0.0120,2765,
2,780295,0.9077,0.0114,2723,
3,780296,0.9047,0.0116,2714,
4,8179589,0.8813,0.0111,2644,
5,776556,0.8737,0.0117,2621,
6,791817,0.8423,0.0113,2527,
7,8091607,0.8340,0.0097,2502,⬅️
8,791816,0.8223,0.0113,2467,
9,770066,0.8037,0.0106,2411,
10,780288,0.7953,0.0116,2386,
11,792429,0.7883,0.0117,2365,
12,8179592,0.7393,0.0109,2218,
13,8179614,0.7137,0.0120,2141,
14,8179611,0.6947,0.0109,2084,
15,772769,0.6810,0.0111,2043,
16,780254,0.6787,0.0108,2036,
17,793978,0.6273,0.0107,1882,
18,793975,0.6253,0.0105,1876,
19,8176966,0.6100,0.0111,1830,
20,8176978,0.5970,0.0113,1791,
21,8176904,0.5800,0.0113,1740,
22,772745,0.5727,0.0108,1718,
23,772741,0.5687,0.0102,1706,
24,772749,0.5640,0.0096,1692,
25,777942,0.5590,0.0108,1677,
26,791819,0.5363,0.0106,1609,
27,788920,0.4910,0.0100,1473,
28,793981,0.3610,0.0118,1083,
29,8095212,0.3083,0.0107,925,
30,775999,0.1707,0.0114,512,
31,793982,0.1683,0.0118,505,
32,792937,0.1433,0.0121,430,
33,8091602,0.1357,0.0121,407,
