Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8179611,0.9020,0.0099,2706,
2,772741,0.8897,0.0090,2669,
3,772749,0.8810,0.0100,2643,
4,772745,0.8793,0.0106,2638,
5,8176978,0.8630,0.0101,2589,
6,777942,0.8570,0.0120,2571,
7,788920,0.8393,0.0099,2518,
8,772769,0.7957,0.0124,2387,
9,8176966,0.7710,0.0125,2313,
10,792430,0.6697,0.0095,2009,
11,793998,0.6420,0.0102,1926,
12,8179629,0.6083,0.0103,1825,
13,780300,0.5983,0.0088,1795,
14,793997,0.5900,0.0105,1770,
15,780299,0.5200,0.0092,1560,
16,793999,0.4883,0.0093,1465,
17,784907,0.4343,0.0083,1303,
18,785149,0.3830,0.0136,1149,
19,794870,0.3677,0.0091,1103,
20,783619,0.3597,0.0076,1079,
21,794871,0.3280,0.0095,984,
22,779530,0.3037,0.0090,911,
23,8095212,0.2923,0.0139,877,
24,792937,0.2277,0.0123,683,
25,785150,0.2057,0.0136,617,
26,8087967,0.1883,0.0114,565,
27,780827,0.1497,0.0125,449,
28,787629,0.1427,0.0125,428,
29,8172406,0.1213,0.0124,364,
30,8141860,0.0963,0.0121,289,
31,779815,0.0917,0.0127,275,
32,779434,0.0877,0.0129,263,
33,787914,0.0813,0.0107,244,
