Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,778448,0.8997,0.0086,2699,✅
2,8091304,0.8713,0.0082,2614,
3,788905,0.8580,0.0094,2574,
4,782438,0.6050,0.0083,1815,
5,8181152,0.5590,0.0077,1677,
6,777141,0.5310,0.0059,1593,
7,778429,0.5270,0.0091,1581,
8,8101572,0.5257,0.0096,1577,
9,781613,0.4727,0.0089,1418,
10,793426,0.4663,0.0106,1399,
11,781921,0.4573,0.0124,1372,
12,8100966,0.4570,0.0071,1371,
13,8178944,0.4443,0.0091,1333,
14,784111,0.4083,0.0105,1225,
15,782185,0.4060,0.0100,1218,
16,763638,0.4030,0.0085,1209,
17,781916,0.3570,0.0113,1071,
18,781917,0.3203,0.0110,961,
19,781912,0.3197,0.0109,959,
20,781923,0.3123,0.0111,937,
21,781915,0.3117,0.0084,935,
22,776840,0.2923,0.0108,877,
23,8179627,0.2883,0.0121,865,
24,8089434,0.2867,0.0122,860,
25,8093514,0.2763,0.0119,829,
26,793646,0.2640,0.0111,792,
27,8088206,0.2547,0.0095,764,
28,8103578,0.2377,0.0103,713,
29,777240,0.2183,0.0112,655,
30,8139855,0.2057,0.0120,617,
