Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,772741,0.9960,0.0087,2988,
2,772745,0.9927,0.0093,2978,
3,772810,0.9920,0.0080,2976,
4,772749,0.9917,0.0101,2975,
5,772801,0.9853,0.0087,2956,⬅️
6,772809,0.9850,0.0085,2955,
7,793978,0.9463,0.0100,2839,
8,793975,0.9423,0.0100,2827,
9,8179611,0.9223,0.0115,2767,
10,780254,0.9123,0.0098,2737,
11,788920,0.9100,0.0090,2730,
12,792429,0.9003,0.0101,2701,
13,8186079,0.8367,0.0080,2510,
14,788923,0.8097,0.0103,2429,
15,772742,0.7737,0.0088,2321,
16,777942,0.6243,0.0129,1873,
17,772769,0.5763,0.0131,1729,
18,777945,0.5613,0.0078,1684,
19,777948,0.5593,0.0086,1678,
20,8158965,0.4243,0.0094,1273,
21,788794,0.3447,0.0128,1034,
22,772763,0.2683,0.0111,805,
23,780283,0.2453,0.0117,736,
24,785997,0.1153,0.0118,346,
25,775999,0.1100,0.0111,330,
26,776560,0.0957,0.0118,287,
27,772764,0.0833,0.0124,250,
28,778082,0.0787,0.0122,236,
29,771731,0.0760,0.0119,228,
