Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,787761,0.5553,0.0128,1666,✅
2,8179631,0.3870,0.0116,1161,
3,8179629,0.3753,0.0122,1126,
4,783475,0.3750,0.0134,1125,
5,792430,0.3187,0.0114,956,
6,793999,0.3180,0.0120,954,
7,785682,0.2830,0.0135,849,
8,776572,0.2590,0.0110,777,
9,8179592,0.2397,0.0117,719,
10,778632,0.2380,0.0124,714,
11,8104983,0.2290,0.0125,687,
12,771615,0.2273,0.0111,682,
13,8172410,0.2263,0.0127,679,
14,794864,0.2140,0.0121,642,
15,8179609,0.2103,0.0123,631,
16,794863,0.2067,0.0132,620,
17,771612,0.1783,0.0114,535,
18,783854,0.1647,0.0133,494,
19,8104629,0.1633,0.0127,490,
20,8111409,0.1623,0.0140,487,
21,785159,0.1620,0.0110,486,
22,781071,0.1580,0.0129,474,
23,781070,0.1317,0.0119,395,
24,771742,0.1207,0.0128,362,
25,784856,0.1190,0.0122,357,
26,788786,0.1177,0.0125,353,
