Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,776556,0.7963,0.0111,2389,✅
2,791817,0.7923,0.0121,2377,
3,8179614,0.6357,0.0122,1907,
4,780252,0.6277,0.0117,1883,
5,780288,0.6070,0.0119,1821,
6,770066,0.5960,0.0111,1788,
7,791816,0.5910,0.0124,1773,
8,772769,0.5733,0.0112,1720,
9,780254,0.5550,0.0108,1665,
10,793975,0.5483,0.0109,1645,
11,772734,0.5273,0.0108,1582,
12,772745,0.5273,0.0099,1582,
13,793978,0.5113,0.0114,1534,
14,772732,0.5047,0.0117,1514,
15,772733,0.5037,0.0120,1511,
16,8091607,0.5020,0.0110,1506,
17,792429,0.4917,0.0102,1475,
18,8179611,0.4890,0.0115,1467,
19,8179589,0.4487,0.0118,1346,
20,8176966,0.4260,0.0127,1278,
21,777942,0.4103,0.0129,1231,
22,8176904,0.2900,0.0133,870,
23,780287,0.2133,0.0124,640,
24,8176978,0.1890,0.0132,567,
25,791819,0.1763,0.0136,529,
26,766859,0.1563,0.0142,469,
27,8179592,0.1387,0.0131,416,
28,775999,0.1380,0.0109,414,
29,780295,0.1247,0.0135,374,
30,794101,0.1143,0.0133,343,
31,780296,0.1027,0.0135,308,
32,782016,0.1023,0.0124,307,
33,779545,0.0970,0.0136,291,
34,8179617,0.0913,0.0118,274,
35,8095189,0.0650,0.0130,195,
36,8091592,0.0543,0.0124,163,
37,793981,0.0510,0.0110,153,
38,8095212,0.0503,0.0121,151,
39,792937,0.0367,0.0108,110,
40,8091602,0.0350,0.0123,105,
41,793982,0.0213,0.0119,64,
