Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,777553,0.9607,0.0093,2882,
2,8092284,0.9167,0.0089,2750,
3,765199,0.9027,0.0084,2708,
4,8105335,0.8863,0.0082,2659,
5,777551,0.8607,0.0087,2582,
6,8122643,0.8570,0.0089,2571,
7,8166038,0.8420,0.0082,2526,
8,765202,0.8317,0.0102,2495,
9,777141,0.8313,0.0080,2494,
10,784111,0.7820,0.0076,2346,
11,779861,0.6980,0.0098,2094,
12,765201,0.6897,0.0113,2069,
13,8103576,0.6783,0.0071,2035,
14,791705,0.6697,0.0076,2009,
15,8122655,0.6413,0.0094,1924,
16,782185,0.6393,0.0084,1918,
17,777043,0.6217,0.0093,1865,
18,8178944,0.6063,0.0069,1819,
19,8103578,0.6043,0.0088,1813,
20,781613,0.5977,0.0078,1793,
21,8181152,0.5813,0.0105,1744,
22,788771,0.5810,0.0119,1743,
23,793426,0.5800,0.0101,1740,
24,8093514,0.5517,0.0079,1655,
25,792803,0.5037,0.0114,1511,
26,780706,0.4547,0.0113,1364,
27,8139718,0.4283,0.0079,1285,
28,8088206,0.4037,0.0111,1211,
29,781923,0.3947,0.0104,1184,
30,794515,0.3113,0.0107,934,
