Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,772769,0.9630,0.0103,2889,
2,772749,0.9570,0.0101,2871,⬅️
3,772741,0.9527,0.0101,2858,
4,772745,0.9500,0.0107,2850,
5,772734,0.9070,0.0120,2721,
6,792429,0.9003,0.0116,2701,
7,772732,0.8753,0.0114,2626,
8,777942,0.8650,0.0115,2595,
9,788916,0.8497,0.0099,2549,
10,780254,0.8353,0.0113,2506,
11,8179611,0.8230,0.0108,2469,
12,8176966,0.8223,0.0111,2467,
13,8179589,0.8160,0.0112,2448,
14,793978,0.8103,0.0115,2431,
15,772801,0.8067,0.0098,2420,
16,793975,0.8047,0.0115,2414,
17,788920,0.8003,0.0100,2401,
18,8176978,0.7963,0.0122,2389,
19,772809,0.7360,0.0113,2208,
20,8091607,0.7187,0.0102,2156,
21,788923,0.6937,0.0099,2081,
22,772742,0.6647,0.0101,1994,
23,776560,0.6237,0.0103,1871,
24,780299,0.5573,0.0103,1672,
25,793982,0.3647,0.0119,1094,
26,8095212,0.3203,0.0121,961,
27,775999,0.3100,0.0101,930,
28,793981,0.2883,0.0127,865,
29,780283,0.2677,0.0111,803,
30,771731,0.2520,0.0120,756,
31,792937,0.2357,0.0117,707,
32,772810,0.2223,0.0127,667,
33,785997,0.1940,0.0115,582,
34,780300,0.1253,0.0119,376,
