Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,785682,0.6090,0.0136,1827,
2,8111409,0.5830,0.0139,1749,
3,781071,0.5627,0.0122,1688,⬅️
4,777942,0.4647,0.0125,1394,
5,781070,0.4253,0.0105,1276,
6,8176966,0.4090,0.0124,1227,
7,8179609,0.3967,0.0117,1190,
8,8179611,0.3710,0.0119,1113,
9,793999,0.3093,0.0108,928,
10,787761,0.2973,0.0134,892,
11,785184,0.2917,0.0130,875,
12,785185,0.2810,0.0134,843,
13,785150,0.2780,0.0126,834,
14,783475,0.2557,0.0138,767,
15,8179629,0.2527,0.0127,758,
16,793997,0.2433,0.0110,730,
17,8172410,0.2340,0.0121,702,
18,771615,0.2220,0.0126,666,
19,8179631,0.2193,0.0128,658,
20,783854,0.2100,0.0125,630,
21,781831,0.2093,0.0126,628,
22,785149,0.2090,0.0133,627,
23,794864,0.2057,0.0138,617,
24,771612,0.1817,0.0121,545,
25,794863,0.1797,0.0129,539,
26,784856,0.1607,0.0126,482,
27,788786,0.1443,0.0119,433,
28,792937,0.1357,0.0112,407,
29,771742,0.1337,0.0132,401,
30,777155,0.1280,0.0124,384,
31,785159,0.1030,0.0128,309,
