Rank,CAD,Score (lower is better),Eigenvalues,Status
1,781926,0.2883,"0.0210, 0.0084, 0.0018",
2,798475,0.3264,"0.0261, 0.0061, 0.0020",
3,779815,0.3384,"0.0289, 0.0118, 0.0024",
4,793548,0.3417,"0.0251, 0.0065, 0.0009",
5,798480,0.3420,"0.0265, 0.0061, 0.0020",
6,788695,0.4475,"0.0284, 0.0116, 0.0000",
7,8094080,0.4519,"0.0170, 0.0109, 0.0009",
8,8155627,0.4572,"0.0155, 0.0100, 0.0014",
9,8112097,0.4579,"0.0305, 0.0125, 0.0008",
10,779434,0.5173,"0.0318, 0.0131, 0.0009",
11,792441,0.5261,"0.0169, 0.0080, 0.0012",
12,8141860,0.5297,"0.0324, 0.0088, 0.0025",
13,792440,0.5306,"0.0172, 0.0077, 0.0012",
14,8139623,0.5345,"0.0175, 0.0058, 0.0017",
15,783596,0.5389,"0.0201, 0.0090, 0.0034",
16,8149518,0.5457,"0.0200, 0.0089, 0.0034",
17,8143504,0.5466,"0.0200, 0.0089, 0.0034",
18,8126425,0.5481,"0.0198, 0.0089, 0.0034",
19,8125655,0.5481,"0.0199, 0.0089, 0.0034",
20,779533,0.5615,"0.0180, 0.0150, 0.0011",
21,779530,0.5618,"0.0181, 0.0152, 0.0011",
22,772132,0.5680,"0.0203, 0.0141, 0.0032",⬅️
23,781921,0.5781,"0.0190, 0.0038, 0.0018",
24,778448,0.6184,"0.0219, 0.0029, 0.0008",
25,775310,0.6382,"0.0141, 0.0124, 0.0009",
26,8092992,0.6400,"0.0210, 0.0150, 0.0036",
27,778504,0.6714,"0.0123, 0.0091, 0.0011",
28,8100975,0.6854,"0.0197, 0.0055, 0.0001",
29,782438,0.7030,"0.0231, 0.0008, 0.0006",
30,792161,0.7089,"0.0110, 0.0105, 0.0026",
31,783595,0.7097,"0.0137, 0.0064, 0.0014",
32,8100969,0.7128,"0.0191, 0.0055, 0.0001",
33,786001,0.7138,"0.0132, 0.0107, 0.0001",
34,8172412,0.7223,"0.0351, 0.0117, 0.0000",
35,788698,0.7237,"0.0115, 0.0106, 0.0029",
36,8172414,0.7260,"0.0352, 0.0116, 0.0000",
37,8172406,0.7332,"0.0359, 0.0144, 0.0024",
38,8101572,0.7480,"0.0249, 0.0003, 0.0000",
39,794870,0.7523,"0.0363, 0.0143, 0.0024",
40,774937,0.7529,"0.0119, 0.0071, 0.0021",
41,775262,0.7533,"0.0112, 0.0100, 0.0028",
42,784907,0.7618,"0.0400, 0.0096, 0.0012",
43,772764,0.7677,"0.0349, 0.0085, 0.0001",
44,787914,0.7682,"0.0383, 0.0085, 0.0024",
45,774935,0.7727,"0.0138, 0.0073, 0.0028",
46,772763,0.7728,"0.0350, 0.0085, 0.0001",
47,794871,0.7758,"0.0404, 0.0123, 0.0021",
48,8091936,0.7949,"0.0141, 0.0060, 0.0008",
49,793793,0.8025,"0.0109, 0.0091, 0.0006",
50,771736,0.8130,"0.0149, 0.0143, 0.0001",
51,8087967,0.8171,"0.0384, 0.0134, 0.0008",
52,781899,0.8485,"0.0229, 0.0219, 0.0000",
53,780706,0.8616,"0.0104, 0.0083, 0.0006",
54,792803,0.8636,"0.0104, 0.0083, 0.0006",
55,793832,0.8646,"0.0133, 0.0039, 0.0012",
56,785997,0.8782,"0.0273, 0.0225, 0.0002",
57,783617,0.8815,"0.0109, 0.0048, 0.0019",
58,785169,0.8939,"0.0352, 0.0121, 0.0044",
59,777135,0.8974,"0.0092, 0.0084, 0.0007",
60,780273,0.9142,"0.0086, 0.0058, 0.0019",
61,8105335,0.9320,"0.0139, 0.0050, 0.0002",
62,8096342,0.9352,"0.0371, 0.0056, 0.0004",
63,794008,0.9400,"0.0334, 0.0161, 0.0039",
64,8092284,0.9584,"0.0096, 0.0074, 0.0005",
65,8174395,0.9642,"0.0148, 0.0042, 0.0000",
66,763638,0.9646,"0.0305, 0.0005, 0.0001",
67,782185,0.9763,"0.0139, 0.0038, 0.0003",
68,8111165,0.9833,"0.0090, 0.0059, 0.0025",
69,8111167,0.9834,"0.0090, 0.0059, 0.0025",
70,765199,1.0031,"0.0129, 0.0048, 0.0001",
71,8111161,1.0064,"0.0073, 0.0055, 0.0014",
72,8100966,1.0064,"0.0178, 0.0004, 0.0001",
73,778429,1.0162,"0.0315, 0.0002, 0.0001",
74,8179499,1.0325,"0.0077, 0.0063, 0.0008",
75,793787,1.0372,"0.0174, 0.0003, 0.0000",
76,793646,1.0396,"0.0138, 0.0031, 0.0001",
77,794273,1.0432,"0.0078, 0.0061, 0.0008",
78,8093316,1.0575,"0.0399, 0.0068, 0.0000",
79,8166038,1.0884,"0.0099, 0.0041, 0.0005",
80,777141,1.1100,"0.0102, 0.0036, 0.0005",
81,8166043,1.1103,"0.0062, 0.0044, 0.0013",
82,8181146,1.1349,"0.0423, 0.0143, 0.0000",
83,774596,1.1488,"0.0429, 0.0140, 0.0000",
84,777551,1.1533,"0.0088, 0.0037, 0.0005",
85,777553,1.1547,"0.0059, 0.0059, 0.0006",
86,780827,1.1594,"0.0371, 0.0232, 0.0012",
87,793796,1.1599,"0.0062, 0.0036, 0.0012",
88,765202,1.1692,"0.0087, 0.0048, 0.0001",
89,785887,1.1731,"0.0059, 0.0030, 0.0014",
90,772797,1.1832,"0.0141, 0.0001, 0.0000",
91,772796,1.1834,"0.0141, 0.0001, 0.0000",
92,8181356,1.1919,"0.0140, 0.0000, 0.0000",
93,775510,1.1947,"0.0139, 0.0000, 0.0000",
94,787913,1.2059,"0.0256, 0.0238, 0.0054",
95,8126327,1.2122,"0.0054, 0.0041, 0.0009",
