Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8126325,0.9873,0.0085,2962,
2,8126238,0.9763,0.0084,2929,⬅️
3,793796,0.9727,0.0081,2918,
4,8166043,0.9553,0.0100,2866,
5,8126327,0.9343,0.0091,2803,
6,781912,0.8823,0.0093,2647,
7,788771,0.8413,0.0118,2524,
8,781915,0.8357,0.0107,2507,
9,8148795,0.8120,0.0104,2436,
10,781923,0.7947,0.0104,2384,
11,781916,0.7707,0.0111,2312,
12,793426,0.7480,0.0092,2244,
13,781917,0.7397,0.0109,2219,
14,8103578,0.7380,0.0095,2214,
15,776840,0.7083,0.0105,2125,
16,8178944,0.7073,0.0105,2122,
17,791705,0.6923,0.0118,2077,
18,8139855,0.6857,0.0096,2057,
19,8093514,0.6830,0.0104,2049,
20,785887,0.6560,0.0109,1968,
21,8174397,0.6410,0.0086,1923,
22,777553,0.6327,0.0108,1898,
23,8188922,0.6307,0.0089,1892,
24,8122643,0.6260,0.0105,1878,
25,8122655,0.6057,0.0100,1817,
26,781914,0.5820,0.0106,1746,
27,777240,0.5690,0.0114,1707,
28,8181152,0.5517,0.0087,1655,
29,8103576,0.5503,0.0106,1651,
30,781613,0.5397,0.0108,1619,
31,779699,0.5383,0.0114,1615,
32,794515,0.5327,0.0114,1598,
33,792358,0.5213,0.0092,1564,
34,8139718,0.5210,0.0119,1563,
35,8089434,0.4773,0.0105,1432,
36,8171486,0.4690,0.0108,1407,
37,779861,0.4087,0.0101,1226,
38,777217,0.3987,0.0116,1196,
39,765201,0.3777,0.0118,1133,
40,777239,0.2930,0.0123,879,
