Rank,CAD,Score (lower is better),Eigenvalues,Status
1,793998,0.2486,"0.0590, 0.0226, 0.0007",
2,780299,0.2611,"0.0566, 0.0268, 0.0006",
3,780300,0.2617,"0.0569, 0.0270, 0.0006",⬅️
4,788920,0.4121,"0.0655, 0.0302, 0.0001",
5,772810,0.5167,"0.0545, 0.0306, 0.0000",
6,772741,0.5326,"0.0707, 0.0313, 0.0001",
7,772749,0.5451,"0.0711, 0.0316, 0.0001",
8,777948,0.5566,"0.0640, 0.0096, 0.0001",
9,772809,0.5627,"0.0537, 0.0326, 0.0000",
10,780283,0.5635,"0.0502, 0.0169, 0.0001",
11,777945,0.5648,"0.0632, 0.0099, 0.0001",
12,788794,0.5739,"0.0598, 0.0097, 0.0001",
13,788909,0.6101,"0.0433, 0.0222, 0.0000",
14,772745,0.6282,"0.0762, 0.0315, 0.0001",
15,772801,0.6304,"0.0522, 0.0347, 0.0000",
16,788923,0.6397,"0.0393, 0.0259, 0.0001",
17,8186079,0.6559,"0.0453, 0.0298, 0.0000",
18,793997,0.6598,"0.0611, 0.0377, 0.0011",
19,8158965,0.6784,"0.0668, 0.0047, 0.0002",
20,778082,0.7033,"0.0572, 0.0049, 0.0001",
21,8179611,0.7063,"0.0582, 0.0498, 0.0003",
22,785997,0.7416,"0.0273, 0.0225, 0.0002",
23,788916,0.7510,"0.0647, 0.0448, 0.0000",
24,8176966,0.7517,"0.0564, 0.0528, 0.0004",
25,777942,0.7546,"0.0642, 0.0500, 0.0002",
26,8176978,0.7849,"0.0570, 0.0553, 0.0004",
27,774596,0.7876,"0.0429, 0.0140, 0.0000",
28,8181146,0.7926,"0.0423, 0.0143, 0.0000",
29,771731,0.7945,"0.0355, 0.0321, 0.0001",
30,792937,0.7960,"0.0736, 0.0494, 0.0004",
31,772805,0.8047,"0.0473, 0.0097, 0.0000",
32,783619,0.8049,"0.0584, 0.0055, 0.0011",
33,780254,0.8069,"0.0606, 0.0515, 0.0001",
34,8096342,0.8123,"0.0371, 0.0056, 0.0004",
35,772804,0.8142,"0.0477, 0.0090, 0.0000",
36,772742,0.8189,"0.0347, 0.0312, 0.0001",
37,8087967,0.8193,"0.0384, 0.0134, 0.0008",
38,776560,0.8551,"0.0326, 0.0317, 0.0001",
39,772726,0.8581,"0.0549, 0.0002, 0.0000",
40,772725,0.8615,"0.0547, 0.0002, 0.0000",
41,780827,0.8625,"0.0371, 0.0232, 0.0012",
42,772732,0.8706,"0.0720, 0.0452, 0.0000",
43,772734,0.8748,"0.0717, 0.0457, 0.0000",
44,772769,0.9050,"0.0816, 0.0423, 0.0001",
45,776548,0.9241,"0.0744, 0.0001, 0.0001",
46,793975,0.9250,"0.0539, 0.0529, 0.0001",
47,793978,0.9309,"0.0543, 0.0535, 0.0001",
48,775999,0.9354,"0.0625, 0.0578, 0.0001",
49,781899,0.9427,"0.0229, 0.0219, 0.0000",
50,8172414,0.9594,"0.0352, 0.0116, 0.0000",
51,8112097,0.9608,"0.0305, 0.0125, 0.0008",
52,8172412,0.9609,"0.0351, 0.0117, 0.0000",
53,8093316,0.9801,"0.0399, 0.0068, 0.0000",
54,772763,0.9860,"0.0350, 0.0085, 0.0001",
55,772764,0.9883,"0.0349, 0.0085, 0.0001",
56,779434,1.0000,"0.0318, 0.0131, 0.0009",
57,8095212,1.0257,"0.0751, 0.0579, 0.0006",
58,784907,1.0593,"0.0400, 0.0096, 0.0012",
59,8091304,1.0663,"0.0407, 0.0022, 0.0000",
60,788695,1.0702,"0.0284, 0.0116, 0.0000",
61,788905,1.0823,"0.0392, 0.0013, 0.0001",
62,793981,1.0840,"0.0679, 0.0644, 0.0002",
63,793982,1.0844,"0.0679, 0.0644, 0.0002",
64,782016,1.0901,"0.0963, 0.0081, 0.0001",
65,778091,1.0973,"0.0393, 0.0006, 0.0001",
66,792429,1.1244,"0.0912, 0.0452, 0.0001",
67,780287,1.1823,"0.1048, 0.0122, 0.0001",
68,772733,1.1851,"0.0719, 0.0604, 0.0000",
69,782438,1.1922,"0.0231, 0.0008, 0.0006",
70,771736,1.2076,"0.0149, 0.0143, 0.0001",
71,8092284,1.2178,"0.0096, 0.0074, 0.0005",
72,763640,1.2194,"0.0957, 0.0014, 0.0001",
73,793548,1.2228,"0.0251, 0.0065, 0.0009",
74,778429,1.2263,"0.0315, 0.0002, 0.0001",
75,763638,1.2372,"0.0305, 0.0005, 0.0001",
76,8094080,1.2379,"0.0170, 0.0109, 0.0009",
77,787629,1.2406,"0.0854, 0.0236, 0.0020",
78,793793,1.2425,"0.0109, 0.0091, 0.0006",
79,792803,1.2571,"0.0104, 0.0083, 0.0006",
80,785149,1.2599,"0.0453, 0.0385, 0.0017",
81,780706,1.2619,"0.0104, 0.0083, 0.0006",
82,775310,1.2634,"0.0141, 0.0124, 0.0009",
83,8100975,1.2693,"0.0197, 0.0055, 0.0001",
84,779533,1.2763,"0.0180, 0.0150, 0.0011",
85,779530,1.2838,"0.0181, 0.0152, 0.0011",
86,8100969,1.2859,"0.0191, 0.0055, 0.0001",
87,786001,1.2892,"0.0132, 0.0107, 0.0001",
88,778448,1.3009,"0.0219, 0.0029, 0.0008",
89,777141,1.3009,"0.0102, 0.0036, 0.0005",
90,777135,1.3078,"0.0092, 0.0084, 0.0007",
91,782185,1.3185,"0.0139, 0.0038, 0.0003",
92,8166038,1.3257,"0.0099, 0.0041, 0.0005",
93,8105335,1.3314,"0.0139, 0.0050, 0.0002",
94,777551,1.3349,"0.0088, 0.0037, 0.0005",
95,8101572,1.3383,"0.0249, 0.0003, 0.0000",
96,8091936,1.3406,"0.0141, 0.0060, 0.0008",
97,780255,1.3457,"0.0989, 0.0003, 0.0000",
98,8179614,1.3533,"0.1126, 0.0380, 0.0001",
99,8181152,1.3669,"0.0079, 0.0024, 0.0004",
100,780288,1.3736,"0.1053, 0.0443, 0.0001",
101,8093514,1.3826,"0.0072, 0.0024, 0.0005",
102,777553,1.3920,"0.0059, 0.0059, 0.0006",
103,8179617,1.4041,"0.1107, 0.0025, 0.0002",
104,788771,1.4061,"0.0052, 0.0032, 0.0005",
105,765199,1.4163,"0.0129, 0.0048, 0.0001",
106,8091602,1.4178,"0.0838, 0.0690, 0.0006",
107,784111,1.4194,"0.0086, 0.0025, 0.0003",
108,8178944,1.4278,"0.0043, 0.0024, 0.0004",
109,8100966,1.4279,"0.0178, 0.0004, 0.0001",
110,793646,1.4309,"0.0138, 0.0031, 0.0001",
111,774135,1.4376,"0.0066, 0.0007, 0.0005",
112,8103578,1.4386,"0.0055, 0.0028, 0.0006",
113,793426,1.4396,"0.0055, 0.0028, 0.0006",
114,8174395,1.4435,"0.0148, 0.0042, 0.0000",
115,8088206,1.4467,"0.0085, 0.0021, 0.0003",
116,777217,1.4495,"0.0045, 0.0008, 0.0005",
117,794273,1.4505,"0.0078, 0.0061, 0.0008",
118,781613,1.4523,"0.0043, 0.0023, 0.0004",
119,781923,1.4582,"0.0044, 0.0026, 0.0006",
120,781916,1.4654,"0.0062, 0.0030, 0.0006",
121,792440,1.4658,"0.0172, 0.0077, 0.0012",
122,8179629,1.4689,"0.0645, 0.0423, 0.0023",
123,777239,1.4710,"0.0024, 0.0009, 0.0005",
124,770066,1.4733,"0.1047, 0.0500, 0.0001",
125,792441,1.4756,"0.0169, 0.0080, 0.0012",
126,8179499,1.4773,"0.0077, 0.0063, 0.0008",
127,765202,1.4822,"0.0087, 0.0048, 0.0001",
128,793787,1.4844,"0.0174, 0.0003, 0.0000",
129,777043,1.4884,"0.0067, 0.0012, 0.0003",
130,781917,1.4904,"0.0062, 0.0031, 0.0007",
131,793999,1.4934,"0.0650, 0.0254, 0.0030",
132,791705,1.4974,"0.0046, 0.0029, 0.0003",
133,8091607,1.5029,"0.0985, 0.0569, 0.0001",
134,778915,1.5043,"0.0014, 0.0009, 0.0005",
135,8122655,1.5054,"0.0045, 0.0032, 0.0002",
136,778504,1.5077,"0.0123, 0.0091, 0.0011",
137,8188926,1.5083,"0.0011, 0.0008, 0.0005",
138,794515,1.5091,"0.0042, 0.0010, 0.0003",
139,794871,1.5096,"0.0404, 0.0123, 0.0021",
140,8103576,1.5131,"0.0046, 0.0029, 0.0002",
141,8171486,1.5172,"0.0017, 0.0016, 0.0004",
142,781912,1.5222,"0.0044, 0.0029, 0.0007",
143,775318,1.5265,"0.0011, 0.0005, 0.0004",
144,792358,1.5322,"0.0018, 0.0011, 0.0006",
145,772797,1.5362,"0.0141, 0.0001, 0.0000",
146,772796,1.5364,"0.0141, 0.0001, 0.0000",
147,8174397,1.5420,"0.0028, 0.0017, 0.0006",
148,8181356,1.5442,"0.0140, 0.0000, 0.0000",
149,775510,1.5453,"0.0139, 0.0000, 0.0000",
150,775316,1.5468,"0.0098, 0.0029, 0.0000",
151,777240,1.5503,"0.0032, 0.0024, 0.0007",
152,792350,1.5505,"0.0011, 0.0008, 0.0003",
153,8144696,1.5525,"0.0037, 0.0005, 0.0003",
154,779861,1.5556,"0.0053, 0.0044, 0.0001",
155,781914,1.5580,"0.0022, 0.0013, 0.0006",
156,8122643,1.5596,"0.0047, 0.0045, 0.0001",
157,779699,1.5615,"0.0034, 0.0014, 0.0002",
158,776840,1.5639,"0.0044, 0.0024, 0.0008",
159,8179592,1.5643,"0.1199, 0.0432, 0.0001",
160,8093118,1.5715,"0.0006, 0.0004, 0.0003",
161,8179627,1.5719,"0.0083, 0.0023, 0.0000",
162,781744,1.5755,"0.1001, 0.0060, 0.0015",
163,765201,1.5763,"0.0049, 0.0033, 0.0001",
164,8155627,1.5768,"0.0155, 0.0100, 0.0014",
165,8139718,1.5829,"0.0033, 0.0023, 0.0002",
166,8089434,1.5841,"0.0077, 0.0021, 0.0009",
167,778920,1.5847,"0.0014, 0.0006, 0.0003",
168,8148795,1.5986,"0.0033, 0.0028, 0.0008",
169,778906,1.6010,"0.0016, 0.0006, 0.0003",
170,778897,1.6026,"0.0050, 0.0002, 0.0002",
171,8126327,1.6037,"0.0054, 0.0041, 0.0009",
172,781282,1.6182,"0.0041, 0.0008, 0.0001",
173,772840,1.6205,"0.0089, 0.0001, 0.0000",
174,772841,1.6219,"0.0088, 0.0001, 0.0000",
175,8126325,1.6288,"0.0038, 0.0038, 0.0009",
176,793832,1.6311,"0.0133, 0.0039, 0.0012",
177,8126238,1.6322,"0.0038, 0.0038, 0.0009",
178,8139855,1.6324,"0.0027, 0.0022, 0.0008",
179,8063088,1.6400,"0.0073, 0.0004, 0.0000",
180,793791,1.6409,"0.0078, 0.0003, 0.0000",
181,781915,1.6420,"0.0050, 0.0028, 0.0009",
182,778899,1.6492,"0.0026, 0.0003, 0.0001",
183,783595,1.6571,"0.0137, 0.0064, 0.0014",
184,777991,1.6659,"0.0041, 0.0020, 0.0000",
185,8117985,1.6686,"0.0033, 0.0013, 0.0000",
186,8172406,1.6711,"0.0359, 0.0144, 0.0024",
187,792783,1.6804,"0.0006, 0.0006, 0.0001",
188,778844,1.6811,"0.0024, 0.0024, 0.0000",
189,777133,1.6818,"0.0025, 0.0025, 0.0000",
190,8098446,1.6854,"0.0014, 0.0004, 0.0001",
191,8063089,1.6919,"0.0038, 0.0005, 0.0000",
192,8095941,1.6996,"0.0013, 0.0002, 0.0001",
193,794870,1.7003,"0.0363, 0.0143, 0.0024",
194,8179589,1.7066,"0.1238, 0.0499, 0.0002",
195,791713,1.7088,"0.0035, 0.0003, 0.0000",
196,793405,1.7136,"0.0005, 0.0003, 0.0001",
197,798512,1.7199,"0.0029, 0.0002, 0.0000",
198,792510,1.7209,"0.0024, 0.0005, 0.0000",
199,780295,1.7258,"0.1114, 0.0557, 0.0000",
200,767340,1.7265,"0.0024, 0.0003, 0.0000",
201,780296,1.7298,"0.1113, 0.0560, 0.0000",
202,763620,1.7302,"0.0024, 0.0001, 0.0000",
203,763621,1.7304,"0.0024, 0.0001, 0.0000",
204,794679,1.7305,"0.0024, 0.0001, 0.0000",
205,777087,1.7341,"0.0012, 0.0010, 0.0000",
206,777253,1.7348,"0.0013, 0.0008, 0.0000",
207,8121694,1.7351,"0.0015, 0.0001, 0.0000",
208,8121692,1.7351,"0.0015, 0.0001, 0.0000",
209,793789,1.7353,"0.0020, 0.0003, 0.0000",
210,794601,1.7390,"0.0018, 0.0001, 0.0000",
211,798351,1.7400,"0.0019, 0.0000, 0.0000",
212,793768,1.7424,"0.0007, 0.0003, 0.0000",
213,776935,1.7458,"0.0015, 0.0003, 0.0000",
214,8150394,1.7483,"0.0008, 0.0006, 0.0000",
215,8141343,1.7499,"0.0004, 0.0001, 0.0000",
216,793796,1.7500,"0.0062, 0.0036, 0.0012",
217,784049,1.7502,"0.0010, 0.0004, 0.0000",
218,781926,1.7516,"0.0210, 0.0084, 0.0018",
219,767940,1.7546,"0.0005, 0.0005, 0.0000",
220,8092190,1.7560,"0.0006, 0.0005, 0.0000",
221,779608,1.7581,"0.0005, 0.0005, 0.0000",
222,8092171,1.7602,"0.0006, 0.0002, 0.0000",
223,763660,1.7606,"0.0005, 0.0001, 0.0000",
224,793689,1.7621,"0.0004, 0.0001, 0.0000",
225,794159,1.7640,"0.0004, 0.0000, 0.0000",
226,792795,1.7667,"0.0001, 0.0001, 0.0000",
227,787914,1.7770,"0.0383, 0.0085, 0.0024",
228,8166043,1.7866,"0.0062, 0.0044, 0.0013",
229,8111161,1.7872,"0.0073, 0.0055, 0.0014",
230,8139623,1.7887,"0.0175, 0.0058, 0.0017",
231,798480,1.7909,"0.0265, 0.0061, 0.0020",
232,792430,1.7981,"0.1023, 0.0232, 0.0025",
233,798475,1.8001,"0.0261, 0.0061, 0.0020",
234,8188922,1.8428,"0.0024, 0.0014, 0.0012",
235,780252,1.8494,"0.1124, 0.0622, 0.0001",
236,785150,1.8538,"0.0403, 0.0357, 0.0027",
237,781921,1.8548,"0.0190, 0.0038, 0.0018",
238,791819,1.8838,"0.1667, 0.0256, 0.0002",
239,785887,1.8846,"0.0059, 0.0030, 0.0014",
240,779815,1.8852,"0.0289, 0.0118, 0.0024",
241,8141860,1.9044,"0.0324, 0.0088, 0.0025",
242,794262,1.9590,"0.0055, 0.0017, 0.0015",
243,780273,2.0241,"0.0086, 0.0058, 0.0019",
244,776556,2.0392,"0.1165, 0.0669, 0.0000",
245,783617,2.0521,"0.0109, 0.0048, 0.0019",
246,774937,2.0612,"0.0119, 0.0071, 0.0021",
247,791816,2.1767,"0.1486, 0.0487, 0.0000",
248,8179631,2.2238,"0.0667, 0.0424, 0.0037",
249,791817,2.2503,"0.1477, 0.0532, 0.0000",
250,789366,2.2783,"0.0045, 0.0022, 0.0021",
251,792161,2.2840,"0.0110, 0.0105, 0.0026",
252,8111165,2.3413,"0.0090, 0.0059, 0.0025",
253,8111167,2.3419,"0.0090, 0.0059, 0.0025",
254,772132,2.4061,"0.0203, 0.0141, 0.0032",
255,775262,2.4079,"0.0112, 0.0100, 0.0028",
256,774935,2.4086,"0.0138, 0.0073, 0.0028",
257,788698,2.4217,"0.0115, 0.0106, 0.0029",
258,779545,2.4235,"0.1465, 0.0642, 0.0008",
259,794008,2.5252,"0.0334, 0.0161, 0.0039",
260,8092992,2.5955,"0.0210, 0.0150, 0.0036",
261,8126425,2.6301,"0.0198, 0.0089, 0.0034",
262,8125655,2.6302,"0.0199, 0.0089, 0.0034",
263,8143504,2.6338,"0.0200, 0.0089, 0.0034",
264,783596,2.6342,"0.0201, 0.0090, 0.0034",
265,8149518,2.6349,"0.0200, 0.0089, 0.0034",
266,785169,2.8229,"0.0352, 0.0121, 0.0044",
267,780279,2.8978,"0.1240, 0.0090, 0.0033",
268,8095189,3.0605,"0.1545, 0.0889, 0.0008",
269,8091592,3.1292,"0.1561, 0.0910, 0.0008",
270,8179609,3.1973,"0.0509, 0.0433, 0.0052",
271,766859,3.2144,"0.2094, 0.0552, 0.0002",
272,8176904,3.2925,"0.1829, 0.0816, 0.0003",
273,787913,3.3113,"0.0256, 0.0238, 0.0054",
274,8104626,3.4216,"0.1822, 0.0484, 0.0022",
275,8104983,3.5638,"0.1076, 0.0191, 0.0054",
276,8114863,3.6019,"0.0056, 0.0046, 0.0046",
277,778632,3.7385,"0.1374, 0.0463, 0.0042",
278,794516,3.8612,"0.0076, 0.0061, 0.0052",
279,8172410,3.8990,"0.0306, 0.0274, 0.0065",
280,788926,4.0391,"0.1054, 0.0748, 0.0046",
281,794101,4.0446,"0.2331, 0.0804, 0.0003",
282,8092901,4.1045,"0.0385, 0.0075, 0.0066",
283,772144,4.1076,"0.0367, 0.0154, 0.0069",
284,785173,4.1569,"0.0373, 0.0145, 0.0070",
285,776572,4.1721,"0.1024, 0.0150, 0.0065",
286,794105,4.2718,"0.2636, 0.0543, 0.0011",
287,781831,4.3818,"0.0265, 0.0221, 0.0074",
288,8088959,4.7207,"0.0148, 0.0139, 0.0073",
289,783854,4.9808,"0.0858, 0.0412, 0.0082",
290,768552,5.1516,"0.0149, 0.0087, 0.0079",
291,8181354,5.3424,"0.0146, 0.0085, 0.0083",
292,777155,5.3875,"0.0261, 0.0211, 0.0092",
293,785159,5.4236,"0.0351, 0.0181, 0.0094",
294,8111520,5.4784,"0.1695, 0.1550, 0.0023",
295,788786,5.5033,"0.0235, 0.0233, 0.0094",
296,771612,5.5987,"0.0418, 0.0229, 0.0101",
297,771615,5.6102,"0.0419, 0.0227, 0.0101",
298,784856,6.4018,"0.0235, 0.0222, 0.0110",
299,793970,6.4509,"0.3738, 0.0846, 0.0003",
300,766858,6.6047,"0.3938, 0.0298, 0.0024",
301,793889,7.7614,"0.2475, 0.0230, 0.0091",
302,785682,7.7722,"0.0558, 0.0415, 0.0139",
303,794863,8.2180,"0.0491, 0.0397, 0.0146",
304,794864,8.2779,"0.0491, 0.0397, 0.0147",
305,781070,8.5240,"0.0622, 0.0271, 0.0160",
306,787761,8.7151,"0.0919, 0.0468, 0.0147",
307,781071,9.1174,"0.0626, 0.0433, 0.0164",
308,8104629,9.1653,"0.1643, 0.0590, 0.0129",
309,783475,9.2249,"0.0785, 0.0510, 0.0159",
310,793778,9.3130,"0.3585, 0.0234, 0.0087",
311,771742,9.4638,"0.0232, 0.0218, 0.0166",
312,8111409,11.4628,"0.0897, 0.0692, 0.0190",
313,785185,16.6075,"0.0460, 0.0449, 0.0297",
314,785184,16.9872,"0.0524, 0.0478, 0.0305",
