Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8179611,0.9080,0.0109,2724,
2,772749,0.9037,0.0118,2711,
3,772741,0.8927,0.0099,2678,
4,772745,0.8907,0.0105,2672,
5,772734,0.8883,0.0099,2665,
6,793997,0.8840,0.0100,2652,
7,780299,0.8833,0.0086,2650,
8,788920,0.8817,0.0104,2645,
9,780300,0.8807,0.0088,2642,⬅️
10,777942,0.8793,0.0117,2638,
11,8176966,0.8763,0.0106,2629,
12,772732,0.8730,0.0108,2619,
13,793998,0.8703,0.0100,2611,
14,772769,0.8630,0.0117,2589,
15,793978,0.8517,0.0112,2555,
16,8176978,0.8503,0.0111,2551,
17,793975,0.8477,0.0105,2543,
18,788916,0.8407,0.0092,2522,
19,772801,0.8260,0.0098,2478,
20,780254,0.8020,0.0106,2406,
21,772809,0.7900,0.0089,2370,
22,788923,0.7433,0.0097,2230,
23,8186079,0.7333,0.0082,2200,
24,772810,0.7327,0.0088,2198,
25,774596,0.6680,0.0088,2004,
26,788794,0.6657,0.0103,1997,
27,772742,0.6630,0.0084,1989,
28,777945,0.6507,0.0097,1952,
29,785997,0.6387,0.0092,1916,
30,776560,0.6327,0.0091,1898,
31,8181146,0.6217,0.0079,1865,
32,777948,0.6023,0.0094,1807,
33,772805,0.5963,0.0107,1789,
34,8158965,0.5913,0.0098,1774,
35,8087967,0.5860,0.0085,1758,
36,8172412,0.5693,0.0090,1708,
37,783619,0.5673,0.0085,1702,
38,772804,0.5663,0.0079,1699,
39,8093316,0.5023,0.0089,1507,
40,780283,0.4960,0.0100,1488,
41,8172414,0.4943,0.0095,1483,
42,792937,0.4517,0.0110,1355,
43,772763,0.4373,0.0089,1312,
44,781899,0.3843,0.0107,1153,
45,788909,0.3800,0.0086,1140,
46,771731,0.3580,0.0097,1074,
47,772764,0.3577,0.0075,1073,
48,8096342,0.3387,0.0107,1016,
49,778082,0.3333,0.0095,1000,
50,775999,0.3030,0.0103,909,
51,772725,0.2007,0.0101,602,
52,776548,0.1903,0.0100,571,
53,8112097,0.1890,0.0113,567,
54,772726,0.1627,0.0111,488,
55,780827,0.0910,0.0133,273,
