Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,783595,1.0000,0.0077,3000,✅
2,8143504,0.8627,0.0088,2588,
3,8149518,0.8370,0.0107,2511,
4,8126425,0.8213,0.0098,2464,
5,8125655,0.8120,0.0095,2436,
6,783596,0.7627,0.0084,2288,
7,793832,0.6400,0.0100,1920,
8,8179499,0.6143,0.0103,1843,
9,792441,0.6107,0.0086,1832,
10,792440,0.5910,0.0101,1773,
11,8111167,0.5793,0.0092,1738,
12,798480,0.5790,0.0126,1737,
13,8094080,0.5653,0.0099,1696,
14,781926,0.5530,0.0087,1659,
15,8105335,0.5513,0.0102,1654,
16,798475,0.5320,0.0119,1596,
17,8111161,0.5147,0.0102,1544,
18,781921,0.4807,0.0116,1442,
19,792161,0.4790,0.0108,1437,
20,8091936,0.4783,0.0104,1435,
21,793793,0.4763,0.0116,1429,
22,780273,0.4410,0.0118,1323,
23,8111165,0.4330,0.0111,1299,
24,774937,0.4127,0.0116,1238,
25,777553,0.3997,0.0102,1199,
26,793548,0.3953,0.0115,1186,
27,775262,0.3903,0.0114,1171,
28,782185,0.3877,0.0112,1163,
29,778448,0.3833,0.0111,1150,
30,794273,0.3810,0.0120,1143,
31,774935,0.3807,0.0113,1142,
32,8155627,0.3770,0.0113,1131,
33,778504,0.3763,0.0118,1129,
34,8139623,0.3707,0.0121,1112,
35,788698,0.3617,0.0123,1085,
36,792803,0.3570,0.0118,1071,
37,777135,0.3547,0.0115,1064,
38,8166043,0.3500,0.0118,1050,
39,783617,0.3477,0.0117,1043,
40,8166038,0.3463,0.0123,1039,
41,777141,0.3433,0.0115,1030,
42,780706,0.3423,0.0126,1027,
43,785887,0.3283,0.0115,985,
44,793796,0.3280,0.0118,984,
45,8126327,0.3240,0.0124,972,
46,8100969,0.3167,0.0115,950,
47,8100975,0.3143,0.0115,943,
48,777551,0.3023,0.0114,907,
49,8092284,0.2700,0.0111,810,
50,789366,0.2687,0.0114,806,
