Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,777043,0.9697,0.0084,2909,
2,794515,0.8273,0.0083,2482,
3,781282,0.7983,0.0068,2395,
4,8117985,0.7940,0.0071,2382,
5,792350,0.6383,0.0093,1915,
6,779699,0.6213,0.0115,1864,
7,8174397,0.6010,0.0117,1803,
8,792358,0.5967,0.0110,1790,
9,778920,0.5903,0.0091,1771,
10,781914,0.5800,0.0119,1740,
11,775318,0.5740,0.0108,1722,
12,778906,0.5733,0.0101,1720,
13,8144696,0.5687,0.0086,1706,
14,774135,0.5580,0.0106,1674,
15,8171486,0.5537,0.0093,1661,
16,8188926,0.4917,0.0087,1475,
17,778915,0.4913,0.0114,1474,
18,777239,0.4700,0.0114,1410,
19,777217,0.4270,0.0115,1281,
