Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,792430,0.9810,0.0094,2943,
2,793999,0.8727,0.0100,2618,⬅️
3,793997,0.7957,0.0109,2387,
4,780299,0.7777,0.0100,2333,
5,793998,0.7713,0.0100,2314,
6,780300,0.7567,0.0101,2270,
7,785149,0.6977,0.0126,2093,
8,784907,0.6470,0.0085,1941,
9,8172406,0.5723,0.0092,1717,
10,794870,0.5687,0.0097,1706,
11,783619,0.5667,0.0103,1700,
12,785150,0.5657,0.0117,1697,
13,8087967,0.4763,0.0097,1429,
14,781744,0.4403,0.0123,1321,
15,794871,0.4160,0.0103,1248,
16,779815,0.4077,0.0111,1223,
17,781926,0.3680,0.0095,1104,
18,787629,0.3547,0.0110,1064,
19,779434,0.3450,0.0096,1035,
20,8141860,0.3293,0.0102,988,
21,779530,0.3177,0.0121,953,
22,8155627,0.2760,0.0103,828,
23,798480,0.2510,0.0094,753,
24,8112097,0.2463,0.0117,739,
25,798475,0.2410,0.0100,723,
26,779533,0.2330,0.0118,699,
27,787914,0.1813,0.0107,544,
28,780827,0.1160,0.0126,348,
