Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,792440,0.9620,0.0087,2886,
2,792441,0.9613,0.0080,2884,⬅️
3,772764,0.9380,0.0097,2814,
4,772763,0.9340,0.0065,2802,
5,783595,0.8780,0.0071,2634,
6,8100969,0.8723,0.0079,2617,
7,8100975,0.8293,0.0080,2488,
8,798475,0.8247,0.0096,2474,
9,798480,0.8247,0.0079,2474,
10,779533,0.8230,0.0085,2469,
11,8155627,0.8070,0.0098,2421,
12,8174395,0.7920,0.0067,2376,
13,781926,0.7827,0.0088,2348,
14,8105335,0.7750,0.0081,2325,
15,793548,0.7583,0.0080,2275,
16,788695,0.7463,0.0105,2239,
17,793793,0.7453,0.0083,2236,
18,8094080,0.7167,0.0095,2150,
19,8096342,0.6830,0.0079,2049,
20,8179499,0.6213,0.0079,1864,
21,765199,0.5757,0.0074,1727,
22,778448,0.5693,0.0082,1708,
23,8111161,0.5563,0.0090,1669,
24,8139623,0.5550,0.0074,1665,
25,777135,0.5103,0.0072,1531,
26,777141,0.4950,0.0088,1485,
27,775310,0.4923,0.0107,1477,
28,777551,0.4737,0.0073,1421,
29,793646,0.4710,0.0112,1413,
30,794273,0.4673,0.0111,1402,
31,777553,0.4503,0.0070,1351,
32,765202,0.4417,0.0099,1325,
33,793832,0.4233,0.0110,1270,
34,8166038,0.4200,0.0086,1260,
35,774937,0.3847,0.0099,1154,
36,793787,0.3613,0.0083,1084,
37,8092284,0.3360,0.0114,1008,
38,792803,0.3117,0.0117,935,
39,779530,0.3087,0.0120,926,
40,8100966,0.3077,0.0085,923,
41,780706,0.2943,0.0117,883,
42,8091936,0.2823,0.0120,847,
43,782438,0.2780,0.0095,834,
44,781917,0.2690,0.0121,807,
45,778504,0.2550,0.0121,765,
46,8112097,0.2473,0.0124,742,
47,781921,0.2397,0.0121,719,
48,782185,0.2110,0.0116,633,
49,786001,0.2063,0.0118,619,
50,8101572,0.1953,0.0124,586,
