Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,793978,0.9573,0.0108,2872,✅
2,8176978,0.9190,0.0106,2757,
3,793975,0.8990,0.0116,2697,
4,8176966,0.8770,0.0118,2631,
5,780254,0.8760,0.0129,2628,
6,8179611,0.8360,0.0130,2508,
7,772769,0.8050,0.0117,2415,
8,792429,0.7503,0.0122,2251,
9,772733,0.7473,0.0128,2242,
10,772749,0.7353,0.0124,2206,
11,772734,0.7340,0.0128,2202,
12,788916,0.7317,0.0123,2195,
13,772732,0.7167,0.0125,2150,
14,777942,0.7060,0.0119,2118,
15,772801,0.6960,0.0120,2088,
16,772741,0.6850,0.0116,2055,
17,772809,0.6837,0.0127,2051,
18,772745,0.6687,0.0120,2006,
19,793997,0.6127,0.0106,1838,
20,780299,0.5703,0.0112,1711,
21,772810,0.5597,0.0118,1679,
22,788923,0.5297,0.0111,1589,
23,772742,0.5143,0.0103,1543,
24,788920,0.4773,0.0101,1432,
25,793998,0.4750,0.0114,1425,
26,776560,0.4293,0.0118,1288,
27,774596,0.4213,0.0114,1264,
28,785997,0.4143,0.0099,1243,
29,8095212,0.4133,0.0111,1240,
30,793982,0.4040,0.0118,1212,
31,777948,0.3733,0.0114,1120,
32,788794,0.3720,0.0138,1116,
33,8181146,0.3677,0.0119,1103,
34,777945,0.3667,0.0121,1100,
35,772804,0.3500,0.0097,1050,
36,8158965,0.3253,0.0121,976,
37,780300,0.3167,0.0134,950,
38,793981,0.2950,0.0121,885,
39,780283,0.2730,0.0106,819,
40,772764,0.2637,0.0094,791,
41,771731,0.2363,0.0108,709,
42,778082,0.2207,0.0106,662,
43,772763,0.1933,0.0123,580,
44,8096342,0.1580,0.0104,474,
45,792937,0.1500,0.0098,450,
46,775999,0.1297,0.0104,389,
47,8186079,0.0980,0.0113,294,
48,772725,0.0880,0.0112,264,
49,788909,0.0870,0.0106,261,
50,8093316,0.0727,0.0122,218,
51,776548,0.0647,0.0123,194,
52,772726,0.0563,0.0106,169,
53,772805,0.0487,0.0124,146,
