Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,780287,0.9710,0.0090,2913,✅
2,782016,0.6490,0.0108,1947,
3,780300,0.5597,0.0115,1679,
4,780299,0.5117,0.0117,1535,
5,793998,0.4477,0.0121,1343,
6,784907,0.4070,0.0104,1221,
7,781744,0.3620,0.0111,1086,
8,783619,0.2957,0.0108,887,
9,779434,0.2900,0.0097,870,
10,8087967,0.2477,0.0121,743,
11,793548,0.2187,0.0110,656,
12,775310,0.2073,0.0113,622,
13,8094080,0.1517,0.0121,455,
14,780827,0.0860,0.0122,258,
15,779533,0.0823,0.0118,247,
16,8112097,0.0727,0.0113,218,
17,779530,0.0727,0.0119,218,
