Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,793793,0.9130,0.0107,2739,
2,8091936,0.9023,0.0090,2707,
3,765199,0.8387,0.0091,2516,
4,8105335,0.8153,0.0100,2446,
5,777135,0.7363,0.0103,2209,
6,786001,0.7303,0.0085,2191,
7,8166038,0.6390,0.0109,1917,
8,8103576,0.5373,0.0084,1612,
9,791705,0.5143,0.0087,1543,
10,8103578,0.5133,0.0110,1540,
11,777141,0.5030,0.0118,1509,
12,777553,0.4977,0.0118,1493,
13,8178944,0.4850,0.0112,1455,
14,781916,0.4803,0.0105,1441,
15,8093514,0.4787,0.0089,1436,
16,781917,0.4627,0.0101,1388,
17,781613,0.4607,0.0111,1382,
18,782185,0.4590,0.0108,1377,
19,784111,0.4477,0.0111,1343,
20,793426,0.4417,0.0107,1325,
21,788771,0.4397,0.0106,1319,
22,765202,0.4237,0.0100,1271,
23,794273,0.3963,0.0097,1189,
24,8181152,0.3870,0.0104,1161,
25,8092284,0.3677,0.0110,1103,
26,781923,0.3490,0.0112,1047,
27,777551,0.3430,0.0118,1029,
28,8122655,0.2850,0.0112,855,
29,780706,0.2830,0.0117,849,
30,792803,0.2477,0.0116,743,
31,8088206,0.2130,0.0115,639,
