Rank,CAD,Score (lower is better),Eigenvalues,Status
1,8092284,0.1791,"0.0096, 0.0074, 0.0005",
2,792803,0.3864,"0.0104, 0.0083, 0.0006",
3,780706,0.4082,"0.0104, 0.0083, 0.0006",
4,793793,0.4440,"0.0109, 0.0091, 0.0006",
5,777135,0.5550,"0.0092, 0.0084, 0.0007",
6,8166038,0.5703,"0.0099, 0.0041, 0.0005",
7,777141,0.5771,"0.0102, 0.0036, 0.0005",
8,777551,0.6085,"0.0088, 0.0037, 0.0005",
9,782185,0.6677,"0.0139, 0.0038, 0.0003",
10,8105335,0.6738,"0.0139, 0.0050, 0.0002",
11,777553,0.6923,"0.0059, 0.0059, 0.0006",
12,8181152,0.7632,"0.0079, 0.0024, 0.0004",
13,784111,0.7878,"0.0086, 0.0025, 0.0003",
14,8093514,0.8101,"0.0072, 0.0024, 0.0005",
15,788771,0.8340,"0.0052, 0.0032, 0.0005",
16,8091936,0.8553,"0.0141, 0.0060, 0.0008",
17,8088206,0.8681,"0.0085, 0.0021, 0.0003",
18,786001,0.8741,"0.0132, 0.0107, 0.0001",
19,765199,0.8893,"0.0129, 0.0048, 0.0001",
20,8103578,0.8895,"0.0055, 0.0028, 0.0006",
21,793426,0.8910,"0.0055, 0.0028, 0.0006",
22,765202,0.9062,"0.0087, 0.0048, 0.0001",
23,794273,0.9118,"0.0078, 0.0061, 0.0008",
24,781916,0.9220,"0.0062, 0.0030, 0.0006",
25,8178944,0.9395,"0.0043, 0.0024, 0.0004",
26,781613,0.9535,"0.0043, 0.0023, 0.0004",
27,791705,0.9579,"0.0046, 0.0029, 0.0003",
28,781923,0.9613,"0.0044, 0.0026, 0.0006",
29,8122655,0.9617,"0.0045, 0.0032, 0.0002",
30,781917,0.9810,"0.0062, 0.0031, 0.0007",
31,8103576,0.9849,"0.0046, 0.0029, 0.0002",
32,793646,1.0026,"0.0138, 0.0031, 0.0001",
33,777043,1.0066,"0.0067, 0.0012, 0.0003",
34,8179499,1.0200,"0.0077, 0.0063, 0.0008",
35,774135,1.0278,"0.0066, 0.0007, 0.0005",
36,8100969,1.0391,"0.0191, 0.0055, 0.0001",
37,8100975,1.0537,"0.0197, 0.0055, 0.0001",
38,781912,1.0738,"0.0044, 0.0029, 0.0007",
39,779861,1.0772,"0.0053, 0.0044, 0.0001",
40,8122643,1.0877,"0.0047, 0.0045, 0.0001",
41,777217,1.0887,"0.0045, 0.0008, 0.0005",
42,794515,1.1038,"0.0042, 0.0010, 0.0003",
43,8174395,1.1314,"0.0148, 0.0042, 0.0000",
44,765201,1.1330,"0.0049, 0.0033, 0.0001",
45,8094080,1.1534,"0.0170, 0.0109, 0.0009",⬅️
46,775316,1.1611,"0.0098, 0.0029, 0.0000",
47,777240,1.1688,"0.0032, 0.0024, 0.0007",
48,779699,1.1716,"0.0034, 0.0014, 0.0002",
49,8171486,1.1750,"0.0017, 0.0016, 0.0004",
50,8139718,1.1782,"0.0033, 0.0023, 0.0002",
51,775310,1.1803,"0.0141, 0.0124, 0.0009",
52,8179627,1.1892,"0.0083, 0.0023, 0.0000",
53,776840,1.1901,"0.0044, 0.0024, 0.0008",
54,777239,1.1915,"0.0024, 0.0009, 0.0005",
55,8174397,1.1920,"0.0028, 0.0017, 0.0006",
56,8144696,1.2084,"0.0037, 0.0005, 0.0003",
57,771736,1.2223,"0.0149, 0.0143, 0.0001",
58,792358,1.2489,"0.0018, 0.0011, 0.0006",
59,781914,1.2537,"0.0022, 0.0013, 0.0006",
60,778915,1.2588,"0.0014, 0.0009, 0.0005",
61,8188926,1.2786,"0.0011, 0.0008, 0.0005",
62,8148795,1.2835,"0.0033, 0.0028, 0.0008",
63,792350,1.2840,"0.0011, 0.0008, 0.0003",
64,778897,1.2872,"0.0050, 0.0002, 0.0002",
65,781282,1.2994,"0.0041, 0.0008, 0.0001",
66,775318,1.3002,"0.0011, 0.0005, 0.0004",
67,8089434,1.3081,"0.0077, 0.0021, 0.0009",
68,778920,1.3229,"0.0014, 0.0006, 0.0003",
69,778906,1.3323,"0.0016, 0.0006, 0.0003",
70,8126327,1.3397,"0.0054, 0.0041, 0.0009",
71,8100966,1.3538,"0.0178, 0.0004, 0.0001",
72,8093118,1.3571,"0.0006, 0.0004, 0.0003",
73,8139855,1.3840,"0.0027, 0.0022, 0.0008",
74,8126325,1.3895,"0.0038, 0.0038, 0.0009",
75,772840,1.3982,"0.0089, 0.0001, 0.0000",
76,8063088,1.3987,"0.0073, 0.0004, 0.0000",
77,772841,1.3995,"0.0088, 0.0001, 0.0000",
78,777991,1.4001,"0.0041, 0.0020, 0.0000",
79,8126238,1.4009,"0.0038, 0.0038, 0.0009",
80,772797,1.4011,"0.0141, 0.0001, 0.0000",
81,772796,1.4013,"0.0141, 0.0001, 0.0000",
82,782438,1.4014,"0.0231, 0.0008, 0.0006",
83,778899,1.4028,"0.0026, 0.0003, 0.0001",
84,8117985,1.4135,"0.0033, 0.0013, 0.0000",
85,775510,1.4171,"0.0139, 0.0000, 0.0000",
86,793791,1.4174,"0.0078, 0.0003, 0.0000",
87,8181356,1.4182,"0.0140, 0.0000, 0.0000",
88,778448,1.4184,"0.0219, 0.0029, 0.0008",
89,781915,1.4348,"0.0050, 0.0028, 0.0009",
90,778844,1.4381,"0.0024, 0.0024, 0.0000",
91,777133,1.4401,"0.0025, 0.0025, 0.0000",
92,793787,1.4803,"0.0174, 0.0003, 0.0000",
93,8063089,1.4918,"0.0038, 0.0005, 0.0000",
94,792783,1.4923,"0.0006, 0.0006, 0.0001",
95,8098446,1.4952,"0.0014, 0.0004, 0.0001",
96,8095941,1.5328,"0.0013, 0.0002, 0.0001",
97,791713,1.5426,"0.0035, 0.0003, 0.0000",
98,792510,1.5682,"0.0024, 0.0005, 0.0000",
99,798512,1.5718,"0.0029, 0.0002, 0.0000",
100,793405,1.5730,"0.0005, 0.0003, 0.0001",
101,767340,1.5881,"0.0024, 0.0003, 0.0000",
102,777087,1.5991,"0.0012, 0.0010, 0.0000",
103,763620,1.6021,"0.0024, 0.0001, 0.0000",
104,763621,1.6025,"0.0024, 0.0001, 0.0000",
105,794679,1.6032,"0.0024, 0.0001, 0.0000",
106,777253,1.6046,"0.0013, 0.0008, 0.0000",
107,793789,1.6104,"0.0020, 0.0003, 0.0000",
108,8121694,1.6180,"0.0015, 0.0001, 0.0000",
109,8121692,1.6181,"0.0015, 0.0001, 0.0000",
110,794601,1.6248,"0.0018, 0.0001, 0.0000",
111,798351,1.6294,"0.0019, 0.0000, 0.0000",
112,793548,1.6297,"0.0251, 0.0065, 0.0009",
113,793768,1.6373,"0.0007, 0.0003, 0.0000",
114,776935,1.6410,"0.0015, 0.0003, 0.0000",
115,778504,1.6446,"0.0123, 0.0091, 0.0011",
116,8150394,1.6448,"0.0008, 0.0006, 0.0000",
117,784049,1.6521,"0.0010, 0.0004, 0.0000",
118,8141343,1.6636,"0.0004, 0.0001, 0.0000",
119,767940,1.6649,"0.0005, 0.0005, 0.0000",
120,8092190,1.6694,"0.0006, 0.0005, 0.0000",
121,779608,1.6760,"0.0005, 0.0005, 0.0000",
122,8092171,1.6843,"0.0006, 0.0002, 0.0000",
123,763660,1.6890,"0.0005, 0.0001, 0.0000",
124,793689,1.6937,"0.0004, 0.0001, 0.0000",
125,794159,1.6997,"0.0004, 0.0000, 0.0000",
126,792795,1.7072,"0.0001, 0.0001, 0.0000",
127,792440,1.7579,"0.0172, 0.0077, 0.0012",
128,8101572,1.7700,"0.0249, 0.0003, 0.0000",
129,792441,1.7960,"0.0169, 0.0080, 0.0012",
130,788695,1.8471,"0.0284, 0.0116, 0.0000",
131,793832,1.8511,"0.0133, 0.0039, 0.0012",
132,779533,1.8934,"0.0180, 0.0150, 0.0011",
133,793796,1.9065,"0.0062, 0.0036, 0.0012",
134,779530,1.9531,"0.0181, 0.0152, 0.0011",
135,8112097,1.9789,"0.0305, 0.0125, 0.0008",
136,8188922,2.0481,"0.0024, 0.0014, 0.0012",
137,8166043,2.0928,"0.0062, 0.0044, 0.0013",
138,763638,2.1081,"0.0305, 0.0005, 0.0001",
139,783595,2.1478,"0.0137, 0.0064, 0.0014",
140,778429,2.1941,"0.0315, 0.0002, 0.0001",
141,8111161,2.2165,"0.0073, 0.0055, 0.0014",
142,772764,2.2205,"0.0349, 0.0085, 0.0001",
143,772763,2.2300,"0.0350, 0.0085, 0.0001",
144,779434,2.2415,"0.0318, 0.0131, 0.0009",
145,781899,2.2438,"0.0229, 0.0219, 0.0000",
146,8096342,2.2801,"0.0371, 0.0056, 0.0004",
147,8155627,2.2826,"0.0155, 0.0100, 0.0014",
148,785997,2.3429,"0.0273, 0.0225, 0.0002",
149,8172412,2.3497,"0.0351, 0.0117, 0.0000",
150,8172414,2.3603,"0.0352, 0.0116, 0.0000",
151,785887,2.3953,"0.0059, 0.0030, 0.0014",
152,794262,2.6156,"0.0055, 0.0017, 0.0015",
153,8087967,2.6278,"0.0384, 0.0134, 0.0008",
154,8093316,2.6942,"0.0399, 0.0068, 0.0000",
155,788905,2.7217,"0.0392, 0.0013, 0.0001",
156,778091,2.7701,"0.0393, 0.0006, 0.0001",
157,8091304,2.8461,"0.0407, 0.0022, 0.0000",
158,8139623,2.9586,"0.0175, 0.0058, 0.0017",
159,8181146,2.9959,"0.0423, 0.0143, 0.0000",
160,784907,3.0291,"0.0400, 0.0096, 0.0012",
161,774596,3.0378,"0.0429, 0.0140, 0.0000",
162,781921,3.2207,"0.0190, 0.0038, 0.0018",
163,780273,3.3125,"0.0086, 0.0058, 0.0019",
164,772805,3.3177,"0.0473, 0.0097, 0.0000",
165,781926,3.3248,"0.0210, 0.0084, 0.0018",
166,772804,3.3458,"0.0477, 0.0090, 0.0000",
167,788923,3.4330,"0.0393, 0.0259, 0.0001",
168,788909,3.4712,"0.0433, 0.0222, 0.0000",
169,780827,3.4920,"0.0371, 0.0232, 0.0012",
170,783617,3.5014,"0.0109, 0.0048, 0.0019",
171,776560,3.5927,"0.0326, 0.0317, 0.0001",
172,772742,3.6492,"0.0347, 0.0312, 0.0001",
173,780283,3.6795,"0.0502, 0.0169, 0.0001",
174,771731,3.7518,"0.0355, 0.0321, 0.0001",
175,774937,3.7932,"0.0119, 0.0071, 0.0021",
176,798480,3.8011,"0.0265, 0.0061, 0.0020",
177,798475,3.8040,"0.0261, 0.0061, 0.0020",
178,789366,3.8874,"0.0045, 0.0022, 0.0021",
179,772725,4.0292,"0.0547, 0.0002, 0.0000",
180,772726,4.0470,"0.0549, 0.0002, 0.0000",
181,778082,4.1247,"0.0572, 0.0049, 0.0001",
182,8186079,4.1588,"0.0453, 0.0298, 0.0000",
183,788794,4.3512,"0.0598, 0.0097, 0.0001",
184,783619,4.4118,"0.0584, 0.0055, 0.0011",
185,793998,4.6194,"0.0590, 0.0226, 0.0007",
186,780299,4.6414,"0.0566, 0.0268, 0.0006",
187,777945,4.6433,"0.0632, 0.0099, 0.0001",
188,794871,4.6578,"0.0404, 0.0123, 0.0021",
189,780300,4.6707,"0.0569, 0.0270, 0.0006",
190,777948,4.6857,"0.0640, 0.0096, 0.0001",
191,8111165,4.6869,"0.0090, 0.0059, 0.0025",
192,8111167,4.6894,"0.0090, 0.0059, 0.0025",
193,772810,4.8252,"0.0545, 0.0306, 0.0000",
194,779815,4.9009,"0.0289, 0.0118, 0.0024",
195,772809,4.9161,"0.0537, 0.0326, 0.0000",
196,8158965,4.9265,"0.0668, 0.0047, 0.0002",
197,792161,4.9834,"0.0110, 0.0105, 0.0026",
198,772801,4.9885,"0.0522, 0.0347, 0.0000",
199,8172406,4.9974,"0.0359, 0.0144, 0.0024",
200,8141860,5.0370,"0.0324, 0.0088, 0.0025",
201,787914,5.1072,"0.0383, 0.0085, 0.0024",
202,794870,5.1335,"0.0363, 0.0143, 0.0024",
203,774935,5.4171,"0.0138, 0.0073, 0.0028",
204,775262,5.4803,"0.0112, 0.0100, 0.0028",
205,788920,5.5593,"0.0655, 0.0302, 0.0001",
206,788698,5.6128,"0.0115, 0.0106, 0.0029",
207,785149,5.6472,"0.0453, 0.0385, 0.0017",
208,776548,5.6727,"0.0744, 0.0001, 0.0001",
209,793997,5.9352,"0.0611, 0.0377, 0.0011",
