Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,783475,0.7667,0.0131,2300,
2,794863,0.6447,0.0118,1934,
3,794864,0.6440,0.0117,1932,⬅️
4,8179609,0.6190,0.0113,1857,
5,785185,0.5870,0.0136,1761,
6,785682,0.5783,0.0136,1735,
7,8172410,0.5703,0.0111,1711,
8,8179631,0.5653,0.0126,1696,
9,8179629,0.5590,0.0115,1677,
10,793997,0.5153,0.0119,1546,
11,785184,0.4757,0.0134,1427,
12,793999,0.4630,0.0106,1389,
13,785149,0.4557,0.0118,1367,
14,771612,0.4497,0.0111,1349,
15,771615,0.4463,0.0110,1339,
16,783854,0.4303,0.0114,1291,
17,780299,0.4230,0.0091,1269,
18,793998,0.4170,0.0107,1251,
19,772144,0.3700,0.0116,1110,
20,780300,0.3483,0.0110,1045,
21,785150,0.3310,0.0130,993,
22,785173,0.2983,0.0131,895,
23,787761,0.2980,0.0127,894,
24,771742,0.2883,0.0117,865,
25,785159,0.2677,0.0118,803,
26,788786,0.2547,0.0119,764,
27,781831,0.2400,0.0103,720,
28,788920,0.2353,0.0115,706,
29,787913,0.2093,0.0120,628,
30,777155,0.1930,0.0123,579,
31,781071,0.1907,0.0132,572,
32,784856,0.1840,0.0123,552,
33,781070,0.1287,0.0120,386,
