Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8172410,0.8337,0.0095,2501,
2,771615,0.7250,0.0106,2175,
3,785169,0.7143,0.0097,2143,
4,794871,0.6950,0.0082,2085,
5,785997,0.6887,0.0103,2066,
6,794870,0.6823,0.0098,2047,
7,771612,0.6773,0.0130,2032,
8,8092992,0.6770,0.0094,2031,
9,788923,0.6677,0.0095,2003,
10,772132,0.6627,0.0100,1988,
11,776560,0.6463,0.0085,1939,
12,8172406,0.6407,0.0113,1922,
13,781831,0.6393,0.0112,1918,
14,779815,0.6260,0.0089,1878,
15,8181146,0.6143,0.0071,1843,
16,8092901,0.6113,0.0107,1834,
17,772144,0.6070,0.0107,1821,
18,8141860,0.6020,0.0102,1806,
19,771742,0.5893,0.0120,1768,⬅️
20,788698,0.5860,0.0081,1758,
21,8088959,0.5720,0.0086,1716,
22,788695,0.5690,0.0087,1707,
23,788786,0.5663,0.0118,1699,
24,784907,0.5620,0.0098,1686,
25,8172414,0.5583,0.0077,1675,
26,792440,0.5273,0.0073,1582,
27,792441,0.5263,0.0070,1579,
28,777155,0.5137,0.0100,1541,
29,8087967,0.4823,0.0114,1447,
30,8172412,0.4813,0.0072,1444,
31,771736,0.4650,0.0091,1395,
32,793548,0.4367,0.0100,1310,
33,775310,0.4163,0.0110,1249,
34,8100969,0.4160,0.0076,1248,
35,768552,0.4123,0.0118,1237,
36,772763,0.4120,0.0111,1236,
37,788909,0.3967,0.0075,1190,
38,785173,0.3823,0.0111,1147,
39,8181354,0.3777,0.0111,1133,
40,785159,0.3743,0.0131,1123,
41,779530,0.3700,0.0108,1110,
42,794008,0.3673,0.0122,1102,
43,8100975,0.3427,0.0112,1028,
44,772764,0.3410,0.0117,1023,
45,8125655,0.3393,0.0116,1018,
46,772742,0.3347,0.0120,1004,
47,781926,0.3280,0.0105,984,
48,779533,0.3263,0.0125,979,
49,8143504,0.3123,0.0117,937,
50,787913,0.3120,0.0124,936,
51,779434,0.2903,0.0119,871,
52,778448,0.2903,0.0092,871,
53,8155627,0.2883,0.0109,865,
54,798480,0.2850,0.0107,855,
55,8149518,0.2743,0.0124,823,
56,780827,0.2713,0.0114,814,
57,8096342,0.2680,0.0119,804,
58,783596,0.2530,0.0124,759,
59,771731,0.2520,0.0095,756,
60,798475,0.2497,0.0122,749,
61,8126425,0.2247,0.0121,674,
62,784856,0.2107,0.0121,632,
63,8112097,0.1830,0.0126,549,
64,782438,0.1810,0.0107,543,
65,8094080,0.1753,0.0121,526,
66,8139623,0.1500,0.0118,450,
67,781921,0.1443,0.0118,433,
68,787914,0.1280,0.0124,384,
69,774935,0.1263,0.0125,379,
70,781899,0.1260,0.0117,378,
71,774596,0.1250,0.0123,375,
72,8101572,0.1207,0.0111,362,
73,778429,0.1160,0.0110,348,
74,763638,0.1057,0.0099,317,
