Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,765201,1.0000,0.0036,3000,✅
2,8122643,1.0000,0.0038,3000,
3,8122655,0.9313,0.0076,2794,
4,779861,0.8820,0.0086,2646,
5,791705,0.8387,0.0090,2516,
6,765202,0.8327,0.0093,2498,
7,8103576,0.8107,0.0105,2432,
8,777991,0.8070,0.0091,2421,
9,793426,0.7920,0.0103,2376,
10,8179627,0.7833,0.0094,2350,
11,8103578,0.7793,0.0061,2338,
12,8139718,0.7530,0.0082,2259,
13,8178944,0.7460,0.0098,2238,
14,777133,0.7443,0.0084,2233,
15,778844,0.6263,0.0073,1879,
16,8117985,0.6097,0.0106,1829,
17,777043,0.5963,0.0095,1789,
18,781613,0.5900,0.0101,1770,
19,788771,0.5750,0.0108,1725,
20,794515,0.5593,0.0106,1678,
21,779699,0.5187,0.0089,1556,
22,781282,0.5137,0.0096,1541,
23,8144696,0.4583,0.0113,1375,
24,8063089,0.4560,0.0083,1368,
25,8088206,0.3827,0.0097,1148,
26,784111,0.3790,0.0115,1137,
27,778899,0.3727,0.0096,1118,
28,778897,0.3670,0.0093,1101,
