Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8100969,1.0000,0.0057,3000,✅
2,8100975,1.0000,0.0055,3000,
3,8105335,0.8907,0.0098,2672,
4,8174395,0.8493,0.0090,2548,
5,793646,0.8343,0.0087,2503,
6,765199,0.7717,0.0104,2315,
7,775316,0.7097,0.0099,2129,
8,786001,0.6983,0.0078,2095,
9,8100966,0.5410,0.0095,1623,
10,784111,0.5293,0.0093,1588,
11,782185,0.4753,0.0087,1426,
12,8088206,0.3140,0.0115,942,
13,772797,0.3103,0.0122,931,
14,772796,0.2933,0.0113,880,
15,8181356,0.2337,0.0114,701,
16,775510,0.2193,0.0113,658,
17,793787,0.2120,0.0112,636,
18,779861,0.1783,0.0110,535,
19,765202,0.1583,0.0127,475,
20,8122643,0.1340,0.0111,402,
