Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,794601,1.0000,0.0013,3000,✅
2,776935,1.0000,0.0050,3000,
3,767340,1.0000,0.0019,3000,
4,798351,1.0000,0.0064,3000,
5,793789,1.0000,0.0034,3000,
6,798512,1.0000,0.0044,3000,
7,763621,1.0000,0.0043,3000,
8,763620,1.0000,0.0042,3000,
9,794679,1.0000,0.0052,3000,
10,8095941,0.9950,0.0085,2985,
11,8121692,0.9683,0.0072,2905,
12,8121694,0.9477,0.0094,2843,
13,8092171,0.8937,0.0073,2681,
14,793768,0.8103,0.0103,2431,
15,8141343,0.7060,0.0081,2118,
