Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8181152,1.0000,0.0054,3000,✅
2,784111,0.8620,0.0099,2586,
3,8089434,0.8133,0.0095,2440,
4,777141,0.7787,0.0096,2336,
5,8166038,0.7207,0.0106,2162,
6,8103576,0.6623,0.0094,1987,
7,8103578,0.6610,0.0109,1983,
8,793426,0.6340,0.0115,1902,
9,788771,0.6220,0.0099,1866,
10,765202,0.6077,0.0108,1823,
11,779861,0.6013,0.0100,1804,
12,781916,0.5997,0.0106,1799,
13,8122655,0.5867,0.0102,1760,
14,8139718,0.5837,0.0106,1751,
15,777553,0.5680,0.0107,1704,
16,779699,0.5633,0.0117,1690,
17,781917,0.5443,0.0101,1633,
18,781912,0.5360,0.0104,1608,
19,8093514,0.5257,0.0123,1577,
20,777043,0.5233,0.0106,1570,
21,8174397,0.5173,0.0109,1552,
22,782185,0.4947,0.0112,1484,
23,781923,0.4903,0.0112,1471,
24,791705,0.4667,0.0103,1400,
25,8179627,0.4577,0.0090,1373,
26,8088206,0.4560,0.0108,1368,
27,774135,0.4517,0.0102,1355,
28,776840,0.4347,0.0105,1304,
29,8148795,0.4253,0.0109,1276,
30,777240,0.4047,0.0125,1214,
31,781914,0.3917,0.0107,1175,
32,794515,0.3613,0.0115,1084,
33,777551,0.3403,0.0113,1021,
34,765201,0.3303,0.0112,991,
35,8178944,0.3017,0.0119,905,
36,8171486,0.2887,0.0113,866,
37,777217,0.2770,0.0117,831,
38,781613,0.2310,0.0120,693,
39,777239,0.1940,0.0119,582,
