Rank,CAD,Score (lower is better),Eigenvalues,Status
1,785169,0.3436,"0.0352, 0.0121, 0.0044",
2,787914,0.3505,"0.0383, 0.0085, 0.0024",
3,8141860,0.3683,"0.0324, 0.0088, 0.0025",
4,779815,0.4366,"0.0289, 0.0118, 0.0024",
5,794871,0.4528,"0.0404, 0.0123, 0.0021",
6,783596,0.5046,"0.0201, 0.0090, 0.0034",
7,8149518,0.5088,"0.0200, 0.0089, 0.0034",
8,8143504,0.5094,"0.0200, 0.0089, 0.0034",
9,8125655,0.5114,"0.0199, 0.0089, 0.0034",
10,8126425,0.5115,"0.0198, 0.0089, 0.0034",
11,794870,0.5311,"0.0363, 0.0143, 0.0024",
12,8172406,0.5483,"0.0359, 0.0144, 0.0024",
13,794008,0.6331,"0.0334, 0.0161, 0.0039",
14,772132,0.6336,"0.0203, 0.0141, 0.0032",
15,784907,0.6686,"0.0400, 0.0096, 0.0012",
16,798480,0.6754,"0.0265, 0.0061, 0.0020",
17,798475,0.6772,"0.0261, 0.0061, 0.0020",
18,8092992,0.6778,"0.0210, 0.0150, 0.0036",
19,781926,0.6888,"0.0210, 0.0084, 0.0018",
20,788698,0.7339,"0.0115, 0.0106, 0.0029",
21,774935,0.7363,"0.0138, 0.0073, 0.0028",
22,775262,0.7425,"0.0112, 0.0100, 0.0028",
23,792161,0.7682,"0.0110, 0.0105, 0.0026",
24,779434,0.8128,"0.0318, 0.0131, 0.0009",
25,8087967,0.8329,"0.0384, 0.0134, 0.0008",
26,8112097,0.8362,"0.0305, 0.0125, 0.0008",
27,8155627,0.8525,"0.0155, 0.0100, 0.0014",
28,774937,0.8591,"0.0119, 0.0071, 0.0021",
29,8139623,0.8714,"0.0175, 0.0058, 0.0017",
30,792441,0.8973,"0.0169, 0.0080, 0.0012",
31,793548,0.8999,"0.0251, 0.0065, 0.0009",
32,792440,0.9038,"0.0172, 0.0077, 0.0012",
33,8111167,0.9238,"0.0090, 0.0059, 0.0025",
34,8111165,0.9239,"0.0090, 0.0059, 0.0025",
35,8092901,0.9416,"0.0385, 0.0075, 0.0066",
36,8094080,0.9495,"0.0170, 0.0109, 0.0009",
37,781921,0.9502,"0.0190, 0.0038, 0.0018",
38,783619,0.9503,"0.0584, 0.0055, 0.0011",
39,778504,0.9680,"0.0123, 0.0091, 0.0011",
40,783595,0.9681,"0.0137, 0.0064, 0.0014",
41,8096342,0.9784,"0.0371, 0.0056, 0.0004",
42,772763,0.9956,"0.0350, 0.0085, 0.0001",
43,772764,0.9961,"0.0349, 0.0085, 0.0001",
44,783617,0.9985,"0.0109, 0.0048, 0.0019",
45,779533,0.9996,"0.0180, 0.0150, 0.0011",
46,779530,1.0023,"0.0181, 0.0152, 0.0011",
47,780273,1.0035,"0.0086, 0.0058, 0.0019",
48,775310,1.0159,"0.0141, 0.0124, 0.0009",
49,8172414,1.0164,"0.0352, 0.0116, 0.0000",
50,8172412,1.0177,"0.0351, 0.0117, 0.0000",
51,772805,1.0194,"0.0473, 0.0097, 0.0000",
52,794516,1.0265,"0.0076, 0.0061, 0.0052",
53,772804,1.0266,"0.0477, 0.0090, 0.0000",
54,8093316,1.0476,"0.0399, 0.0068, 0.0000",
55,788695,1.0476,"0.0284, 0.0116, 0.0000",
56,8114863,1.0655,"0.0056, 0.0046, 0.0046",
57,774596,1.0781,"0.0429, 0.0140, 0.0000",
58,8181146,1.0861,"0.0423, 0.0143, 0.0000",
59,8091936,1.0880,"0.0141, 0.0060, 0.0008",
60,785173,1.0943,"0.0373, 0.0145, 0.0070",
61,793793,1.1004,"0.0109, 0.0091, 0.0006",
62,788794,1.1112,"0.0598, 0.0097, 0.0001",
63,772144,1.1126,"0.0367, 0.0154, 0.0069",
64,8111161,1.1131,"0.0073, 0.0055, 0.0014",
65,793832,1.1179,"0.0133, 0.0039, 0.0012",
66,780706,1.1206,"0.0104, 0.0083, 0.0006",
67,792803,1.1228,"0.0104, 0.0083, 0.0006",
68,777135,1.1283,"0.0092, 0.0084, 0.0007",
69,778448,1.1365,"0.0219, 0.0029, 0.0008",
70,777948,1.1510,"0.0640, 0.0096, 0.0001",
71,777945,1.1523,"0.0632, 0.0099, 0.0001",
72,8179499,1.1692,"0.0077, 0.0063, 0.0008",
73,8100975,1.1749,"0.0197, 0.0055, 0.0001",
74,786001,1.1813,"0.0132, 0.0107, 0.0001",
75,794273,1.1818,"0.0078, 0.0061, 0.0008",
76,8092284,1.1825,"0.0096, 0.0074, 0.0005",
77,8100969,1.1858,"0.0191, 0.0055, 0.0001",
78,8166043,1.1905,"0.0062, 0.0044, 0.0013",
79,778082,1.1911,"0.0572, 0.0049, 0.0001",
80,780283,1.2217,"0.0502, 0.0169, 0.0001",
81,771736,1.2394,"0.0149, 0.0143, 0.0001",
82,793796,1.2434,"0.0062, 0.0036, 0.0012",
83,8105335,1.2471,"0.0139, 0.0050, 0.0002",
84,789366,1.2477,"0.0045, 0.0022, 0.0021",
85,777553,1.2542,"0.0059, 0.0059, 0.0006",
86,785887,1.2551,"0.0059, 0.0030, 0.0014",
87,8091304,1.2676,"0.0407, 0.0022, 0.0000",
88,8166038,1.2765,"0.0099, 0.0041, 0.0005",
89,8126327,1.2785,"0.0054, 0.0041, 0.0009",
90,782185,1.2840,"0.0139, 0.0038, 0.0003",
91,8158965,1.2938,"0.0668, 0.0047, 0.0002",
92,765199,1.2956,"0.0129, 0.0048, 0.0001",
93,777141,1.3070,"0.0102, 0.0036, 0.0005",
94,782438,1.3120,"0.0231, 0.0008, 0.0006",
95,777551,1.3134,"0.0088, 0.0037, 0.0005",
96,8174395,1.3149,"0.0148, 0.0042, 0.0000",
97,788905,1.3157,"0.0392, 0.0013, 0.0001",
98,8088959,1.3206,"0.0148, 0.0139, 0.0073",
99,8126238,1.3226,"0.0038, 0.0038, 0.0009",
100,8126325,1.3234,"0.0038, 0.0038, 0.0009",
101,794262,1.3235,"0.0055, 0.0017, 0.0015",
102,765202,1.3512,"0.0087, 0.0048, 0.0001",
103,8089434,1.3513,"0.0077, 0.0021, 0.0009",
104,781915,1.3515,"0.0050, 0.0028, 0.0009",
105,781917,1.3523,"0.0062, 0.0031, 0.0007",
106,793646,1.3576,"0.0138, 0.0031, 0.0001",
107,778091,1.3644,"0.0393, 0.0006, 0.0001",
108,781916,1.3674,"0.0062, 0.0030, 0.0006",
109,763638,1.3885,"0.0305, 0.0005, 0.0001",
110,781912,1.3910,"0.0044, 0.0029, 0.0007",
111,788771,1.3949,"0.0052, 0.0032, 0.0005",
112,8148795,1.3959,"0.0033, 0.0028, 0.0008",
113,778429,1.3994,"0.0315, 0.0002, 0.0001",
114,793426,1.3996,"0.0055, 0.0028, 0.0006",
115,8103578,1.4000,"0.0055, 0.0028, 0.0006",
116,776840,1.4068,"0.0044, 0.0024, 0.0008",
117,8093514,1.4090,"0.0072, 0.0024, 0.0005",
118,8181152,1.4108,"0.0079, 0.0024, 0.0004",
119,784111,1.4172,"0.0086, 0.0025, 0.0003",
120,768552,1.4210,"0.0149, 0.0087, 0.0079",
121,779861,1.4230,"0.0053, 0.0044, 0.0001",
122,781923,1.4269,"0.0044, 0.0026, 0.0006",
123,8122643,1.4271,"0.0047, 0.0045, 0.0001",
