Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8179589,0.8533,0.0108,2560,✅
2,776556,0.8497,0.0117,2549,
3,780296,0.8137,0.0108,2441,
4,780295,0.8127,0.0105,2438,
5,791817,0.8103,0.0112,2431,
6,780252,0.8057,0.0107,2417,
7,791816,0.7870,0.0112,2361,
8,766859,0.7730,0.0116,2319,
9,770066,0.7287,0.0108,2186,
10,780288,0.7183,0.0106,2155,
11,8179614,0.6757,0.0103,2027,
12,8179592,0.6567,0.0107,1970,
13,792429,0.6523,0.0110,1957,
14,772769,0.6027,0.0119,1808,
15,780254,0.5910,0.0109,1773,
16,8179611,0.5873,0.0107,1762,
17,8091607,0.5753,0.0099,1726,
18,793975,0.5470,0.0104,1641,
19,793978,0.5430,0.0101,1629,
20,791819,0.5323,0.0118,1597,
21,8176978,0.5233,0.0111,1570,
22,777942,0.5060,0.0107,1518,
23,8176966,0.4993,0.0113,1498,
24,8176904,0.4443,0.0119,1333,
25,794101,0.3820,0.0119,1146,
26,780300,0.3140,0.0094,942,
27,793998,0.3007,0.0104,902,
28,793981,0.2850,0.0121,855,
29,779545,0.2707,0.0126,812,
30,8095189,0.2283,0.0135,685,
31,8091592,0.2150,0.0136,645,
32,775999,0.1653,0.0104,496,
33,780299,0.1343,0.0123,403,
34,792937,0.1057,0.0125,317,
35,8095212,0.0780,0.0128,234,
36,8091602,0.0717,0.0122,215,
37,793982,0.0460,0.0123,138,
