Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8091936,1.0000,0.0069,3000,✅
2,792161,0.9717,0.0083,2915,
3,778504,0.9397,0.0093,2819,
4,792440,0.8810,0.0108,2643,
5,8094080,0.8603,0.0098,2581,
6,775310,0.8427,0.0113,2528,
7,775262,0.8303,0.0113,2491,
8,777135,0.8297,0.0089,2489,
9,792441,0.8167,0.0117,2450,
10,8105335,0.7577,0.0099,2273,
11,774935,0.7577,0.0114,2273,
12,788698,0.7477,0.0109,2243,
13,8111165,0.7410,0.0094,2223,
14,774937,0.7393,0.0114,2218,
15,8111167,0.7390,0.0088,2217,
16,780273,0.7283,0.0098,2185,
17,793793,0.7203,0.0114,2161,
18,793832,0.7000,0.0100,2100,
19,8092284,0.6833,0.0105,2050,
20,8111161,0.6803,0.0115,2041,
21,783617,0.6527,0.0093,1958,
22,765199,0.6523,0.0107,1957,
23,8166038,0.6367,0.0093,1910,
24,8139623,0.6290,0.0096,1887,
25,777141,0.6243,0.0087,1873,
26,794273,0.6167,0.0119,1850,
27,793646,0.5953,0.0094,1786,
28,8174395,0.5880,0.0089,1764,
29,777553,0.5633,0.0090,1690,
30,8179499,0.5537,0.0101,1661,
31,786001,0.5530,0.0115,1659,
32,8089434,0.5287,0.0097,1586,
33,777551,0.5270,0.0104,1581,
34,780706,0.5063,0.0105,1519,
35,792803,0.4860,0.0112,1458,
36,793796,0.4743,0.0095,1423,
37,8093514,0.4720,0.0101,1416,
38,781916,0.4683,0.0104,1405,
39,765202,0.4387,0.0095,1316,
40,793426,0.4320,0.0092,1296,
41,775316,0.4240,0.0095,1272,
42,783595,0.4183,0.0111,1255,
43,8179627,0.4143,0.0094,1243,
44,785887,0.4080,0.0111,1224,
45,774135,0.3970,0.0109,1191,
46,771736,0.3550,0.0114,1065,
47,8155627,0.3533,0.0111,1060,
48,8103578,0.3480,0.0105,1044,
49,782185,0.3473,0.0111,1042,
50,781917,0.3463,0.0104,1039,
51,788771,0.3330,0.0110,999,
52,8088206,0.3307,0.0122,992,
53,8126325,0.3267,0.0096,980,
54,772797,0.3110,0.0097,933,
55,784111,0.3100,0.0114,930,
56,772796,0.3027,0.0098,908,
57,772841,0.2943,0.0106,883,
58,772840,0.2910,0.0103,873,
59,8181152,0.2877,0.0113,863,
60,781912,0.2797,0.0112,839,
61,781915,0.2793,0.0117,838,
62,8126327,0.2767,0.0116,830,
63,8166043,0.2660,0.0113,798,
64,8181356,0.2453,0.0120,736,
65,775510,0.2423,0.0104,727,
66,8126238,0.2247,0.0101,674,
