Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,777945,1.0000,0.0065,3000,
2,788794,0.9997,0.0066,2999,
3,777948,0.9933,0.0081,2980,
4,772804,0.9763,0.0064,2929,
5,772805,0.9760,0.0062,2928,
6,8093316,0.9617,0.0062,2885,⬅️
7,8172412,0.9120,0.0069,2736,
8,8172414,0.9107,0.0067,2732,
9,8181146,0.8993,0.0072,2698,
10,8158965,0.8670,0.0086,2601,
11,772764,0.8363,0.0090,2509,
12,772763,0.8337,0.0064,2501,
13,788695,0.8103,0.0079,2431,
14,780283,0.6150,0.0091,1845,
15,8091304,0.6100,0.0082,1830,
16,8100975,0.4760,0.0111,1428,
17,8105335,0.4507,0.0108,1352,
18,788905,0.4233,0.0101,1270,
19,774596,0.4083,0.0118,1225,
20,778091,0.3503,0.0094,1051,
21,8100969,0.2907,0.0108,872,
22,772725,0.2890,0.0104,867,
23,772726,0.2810,0.0100,843,
24,778082,0.2187,0.0111,656,
25,8096342,0.1620,0.0120,486,
