Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8176966,0.8880,0.0110,2664,
2,793975,0.8810,0.0114,2643,
3,793997,0.8773,0.0099,2632,
4,793978,0.8673,0.0104,2602,
5,8179611,0.8607,0.0101,2582,
6,8176978,0.8470,0.0124,2541,
7,785149,0.8383,0.0106,2515,
8,780254,0.8213,0.0101,2464,
9,772769,0.7940,0.0113,2382,
10,777942,0.7890,0.0101,2367,
11,772749,0.7367,0.0107,2210,
12,772741,0.7337,0.0091,2201,
13,780299,0.7273,0.0095,2182,
14,772801,0.7273,0.0094,2182,
15,780300,0.7123,0.0110,2137,
16,788920,0.7070,0.0108,2121,
17,793998,0.6833,0.0108,2050,
18,772809,0.6600,0.0093,1980,
19,784907,0.5517,0.0084,1655,
20,8087967,0.5177,0.0104,1553,
21,783619,0.5017,0.0098,1505,
22,793982,0.4697,0.0117,1409,
23,793981,0.4660,0.0106,1398,
24,8095212,0.4220,0.0122,1266,
25,779434,0.3837,0.0108,1151,
26,779530,0.3577,0.0106,1073,
27,779533,0.3267,0.0116,980,
28,8091602,0.3183,0.0124,955,
29,771731,0.3120,0.0093,936,
30,8112097,0.2693,0.0097,808,
31,792937,0.2683,0.0112,805,
32,775999,0.2577,0.0104,773,
33,780827,0.1737,0.0118,521,
