Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8176978,0.8937,0.0108,2681,
2,8176966,0.8893,0.0108,2668,⬅️
3,8179611,0.8460,0.0101,2538,
4,793975,0.8057,0.0108,2417,
5,780254,0.7997,0.0107,2399,
6,793978,0.7980,0.0112,2394,
7,792429,0.7797,0.0111,2339,
8,777942,0.7773,0.0102,2332,
9,788916,0.7627,0.0105,2288,
10,772732,0.7617,0.0111,2285,
11,772769,0.7517,0.0105,2255,
12,772734,0.7507,0.0094,2252,
13,772801,0.7110,0.0088,2133,
14,793997,0.6837,0.0117,2051,
15,772745,0.6810,0.0097,2043,
16,772749,0.6750,0.0091,2025,
17,772741,0.6410,0.0108,1923,
18,788920,0.6293,0.0115,1888,
19,780299,0.5307,0.0118,1592,
20,793998,0.4957,0.0123,1487,
21,793982,0.4853,0.0115,1456,
22,780300,0.4733,0.0090,1420,
23,793981,0.4643,0.0113,1393,
24,8095212,0.3767,0.0113,1130,
25,785997,0.3710,0.0104,1113,
26,8091602,0.3017,0.0127,905,
27,8087967,0.2760,0.0082,828,
28,792937,0.2143,0.0123,643,
29,771731,0.2097,0.0099,629,
30,775999,0.0783,0.0115,235,
31,8112097,0.0410,0.0118,123,
