Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8179592,0.9673,0.0118,2902,
2,8179614,0.9617,0.0118,2885,
3,792429,0.9243,0.0120,2773,
4,780296,0.9167,0.0116,2750,
5,770066,0.9073,0.0125,2722,
6,780288,0.9073,0.0123,2722,
7,8091607,0.8790,0.0112,2637,
8,8179589,0.8553,0.0129,2566,
9,780252,0.8147,0.0118,2444,
10,772769,0.7687,0.0119,2306,
11,780295,0.7590,0.0125,2277,
12,772741,0.7583,0.0113,2275,
13,772801,0.7543,0.0100,2263,
14,775999,0.7410,0.0077,2223,⬅️
15,793978,0.7343,0.0107,2203,
16,772745,0.7167,0.0115,2150,
17,772734,0.7163,0.0121,2149,
18,777942,0.7127,0.0117,2138,
19,772732,0.6907,0.0130,2072,
20,772809,0.6253,0.0116,1876,
21,8179611,0.5913,0.0128,1774,
22,793975,0.5727,0.0126,1718,
23,793982,0.5377,0.0105,1613,
24,780287,0.5330,0.0106,1599,
25,780254,0.5317,0.0119,1595,
26,8091602,0.4870,0.0113,1461,
27,793997,0.4687,0.0128,1406,
28,772733,0.4677,0.0132,1403,
29,793981,0.4503,0.0118,1351,
30,779545,0.4337,0.0130,1301,
31,793998,0.4303,0.0092,1291,
32,8095212,0.4280,0.0113,1284,
33,8176966,0.4213,0.0125,1264,
34,777948,0.4210,0.0094,1263,
35,8176978,0.4207,0.0135,1262,
36,777945,0.4090,0.0097,1227,
37,772810,0.4077,0.0111,1223,
38,792937,0.4020,0.0106,1206,
39,8179617,0.3983,0.0097,1195,
40,782016,0.3773,0.0097,1132,
41,8158965,0.3623,0.0096,1087,
42,776548,0.3453,0.0068,1036,
43,780255,0.3307,0.0094,992,
44,763640,0.3157,0.0101,947,
45,788920,0.3093,0.0129,928,
46,788794,0.3027,0.0113,908,
47,788916,0.3010,0.0117,903,
48,787629,0.2970,0.0117,891,
49,776556,0.2690,0.0118,807,
50,772749,0.2573,0.0127,772,
51,780300,0.2550,0.0096,765,
52,780299,0.1783,0.0127,535,
