Rank,CAD,Score (lower is better),Eigenvalues,Status
1,8103576,0.4045,"0.0046, 0.0029, 0.0002",
2,791705,0.4275,"0.0046, 0.0029, 0.0003",
3,8139718,0.4784,"0.0033, 0.0023, 0.0002",
4,779699,0.4997,"0.0034, 0.0014, 0.0002",
5,8122655,0.5317,"0.0045, 0.0032, 0.0002",
6,777043,0.5539,"0.0067, 0.0012, 0.0003",
7,8088206,0.6058,"0.0085, 0.0021, 0.0003",
8,781613,0.6949,"0.0043, 0.0023, 0.0004",
9,794515,0.7028,"0.0042, 0.0010, 0.0003",
10,784111,0.7032,"0.0086, 0.0025, 0.0003",
11,781282,0.7783,"0.0041, 0.0008, 0.0001",
12,765201,0.7934,"0.0049, 0.0033, 0.0001",
13,8144696,0.8619,"0.0037, 0.0005, 0.0003",
14,8178944,0.8753,"0.0043, 0.0024, 0.0004",
15,8171486,0.9256,"0.0017, 0.0016, 0.0004",
16,778897,0.9448,"0.0050, 0.0002, 0.0002",
17,8117985,0.9628,"0.0033, 0.0013, 0.0000",
18,8181152,0.9855,"0.0079, 0.0024, 0.0004",
19,8179627,0.9978,"0.0083, 0.0023, 0.0000",
20,778906,1.0118,"0.0016, 0.0006, 0.0003",
21,777991,1.0269,"0.0041, 0.0020, 0.0000",
22,778899,1.0626,"0.0026, 0.0003, 0.0001",
23,778920,1.0804,"0.0014, 0.0006, 0.0003",
24,778844,1.1091,"0.0024, 0.0024, 0.0000",
25,792350,1.1216,"0.0011, 0.0008, 0.0003",
26,777133,1.1473,"0.0025, 0.0025, 0.0000",
27,792783,1.2078,"0.0006, 0.0006, 0.0001",
28,8063089,1.2139,"0.0038, 0.0005, 0.0000",
29,8098446,1.2199,"0.0014, 0.0004, 0.0001",
30,779861,1.2511,"0.0053, 0.0044, 0.0001",
31,8093514,1.2634,"0.0072, 0.0024, 0.0005",
32,8063088,1.2749,"0.0073, 0.0004, 0.0000",
33,775316,1.2817,"0.0098, 0.0029, 0.0000",
34,8122643,1.2832,"0.0047, 0.0045, 0.0001",
35,777217,1.2977,"0.0045, 0.0008, 0.0005",
36,8093118,1.2990,"0.0006, 0.0004, 0.0003",
37,8095941,1.3172,"0.0013, 0.0002, 0.0001",
38,777239,1.3211,"0.0024, 0.0009, 0.0005",
39,775318,1.3380,"0.0011, 0.0005, 0.0004",
40,792510,1.3455,"0.0024, 0.0005, 0.0000",
41,791713,1.3491,"0.0035, 0.0003, 0.0000",
42,777087,1.3660,"0.0012, 0.0010, 0.0000",
43,788771,1.3717,"0.0052, 0.0032, 0.0005",⬅️
44,793791,1.3731,"0.0078, 0.0003, 0.0000",
45,793405,1.3852,"0.0005, 0.0003, 0.0001",
46,777253,1.3903,"0.0013, 0.0008, 0.0000",
47,798512,1.4003,"0.0029, 0.0002, 0.0000",
48,767340,1.4176,"0.0024, 0.0003, 0.0000",
49,793789,1.4472,"0.0020, 0.0003, 0.0000",
50,774135,1.4710,"0.0066, 0.0007, 0.0005",
51,763620,1.4727,"0.0024, 0.0001, 0.0000",
52,763621,1.4736,"0.0024, 0.0001, 0.0000",
53,794679,1.4784,"0.0024, 0.0001, 0.0000",
54,772841,1.4801,"0.0088, 0.0001, 0.0000",
55,8150394,1.4851,"0.0008, 0.0006, 0.0000",
56,772840,1.4866,"0.0089, 0.0001, 0.0000",
57,8121694,1.4933,"0.0015, 0.0001, 0.0000",
58,8121692,1.4935,"0.0015, 0.0001, 0.0000",
59,794601,1.5027,"0.0018, 0.0001, 0.0000",
60,793768,1.5031,"0.0007, 0.0003, 0.0000",
61,778915,1.5107,"0.0014, 0.0009, 0.0005",
62,776935,1.5146,"0.0015, 0.0003, 0.0000",
63,784049,1.5170,"0.0010, 0.0004, 0.0000",
64,798351,1.5259,"0.0019, 0.0000, 0.0000",
65,781923,1.5277,"0.0044, 0.0026, 0.0006",
66,765202,1.5326,"0.0087, 0.0048, 0.0001",
67,767940,1.5354,"0.0005, 0.0005, 0.0000",
68,8188926,1.5379,"0.0011, 0.0008, 0.0005",
69,8103578,1.5478,"0.0055, 0.0028, 0.0006",
70,8092190,1.5515,"0.0006, 0.0005, 0.0000",
71,793426,1.5558,"0.0055, 0.0028, 0.0006",
72,779608,1.5658,"0.0005, 0.0005, 0.0000",
73,8141343,1.5790,"0.0004, 0.0001, 0.0000",
74,777141,1.5950,"0.0102, 0.0036, 0.0005",
75,777551,1.6060,"0.0088, 0.0037, 0.0005",
76,8092171,1.6067,"0.0006, 0.0002, 0.0000",
77,763660,1.6350,"0.0005, 0.0001, 0.0000",
78,793689,1.6433,"0.0004, 0.0001, 0.0000",
79,794159,1.6610,"0.0004, 0.0000, 0.0000",
80,792795,1.6667,"0.0001, 0.0001, 0.0000",
81,792358,1.7054,"0.0018, 0.0011, 0.0006",
82,793646,1.7213,"0.0138, 0.0031, 0.0001",
83,782185,1.7876,"0.0139, 0.0038, 0.0003",
84,8166038,1.8631,"0.0099, 0.0041, 0.0005",
85,8174397,1.8758,"0.0028, 0.0017, 0.0006",
86,781916,1.8955,"0.0062, 0.0030, 0.0006",
87,781914,1.9264,"0.0022, 0.0013, 0.0006",
88,765199,1.9551,"0.0129, 0.0048, 0.0001",
89,8105335,2.0884,"0.0139, 0.0050, 0.0002",
90,772796,2.0917,"0.0141, 0.0001, 0.0000",
91,772797,2.0921,"0.0141, 0.0001, 0.0000",
92,775510,2.0933,"0.0139, 0.0000, 0.0000",
93,777240,2.0961,"0.0032, 0.0024, 0.0007",
94,781912,2.1033,"0.0044, 0.0029, 0.0007",
95,8181356,2.1034,"0.0140, 0.0000, 0.0000",
96,781917,2.1295,"0.0062, 0.0031, 0.0007",
97,8174395,2.2147,"0.0148, 0.0042, 0.0000",
98,776840,2.3278,"0.0044, 0.0024, 0.0008",
99,777553,2.4636,"0.0059, 0.0059, 0.0006",
100,8100966,2.4996,"0.0178, 0.0004, 0.0001",
101,8148795,2.5723,"0.0033, 0.0028, 0.0008",
102,793787,2.5787,"0.0174, 0.0003, 0.0000",
103,8139855,2.6546,"0.0027, 0.0022, 0.0008",
104,8092284,2.7995,"0.0096, 0.0074, 0.0005",
105,8089434,2.8990,"0.0077, 0.0021, 0.0009",
106,8100969,3.0323,"0.0191, 0.0055, 0.0001",
107,781915,3.0960,"0.0050, 0.0028, 0.0009",
108,8126325,3.1084,"0.0038, 0.0038, 0.0009",
109,8100975,3.1273,"0.0197, 0.0055, 0.0001",
110,8126238,3.1340,"0.0038, 0.0038, 0.0009",
111,794273,3.1405,"0.0078, 0.0061, 0.0008",
112,8126327,3.1961,"0.0054, 0.0041, 0.0009",
113,8179499,3.3566,"0.0077, 0.0063, 0.0008",
114,8091936,3.4115,"0.0141, 0.0060, 0.0008",
115,792803,3.4650,"0.0104, 0.0083, 0.0006",
116,780706,3.4939,"0.0104, 0.0083, 0.0006",
117,777135,3.5981,"0.0092, 0.0084, 0.0007",
118,782438,3.6511,"0.0231, 0.0008, 0.0006",
119,8101572,3.7985,"0.0249, 0.0003, 0.0000",
120,793793,3.8521,"0.0109, 0.0091, 0.0006",
121,778448,3.9974,"0.0219, 0.0029, 0.0008",
122,8188922,4.1788,"0.0024, 0.0014, 0.0012",
123,793796,4.3280,"0.0062, 0.0036, 0.0012",
124,786001,4.3436,"0.0132, 0.0107, 0.0001",
125,793832,4.5816,"0.0133, 0.0039, 0.0012",
126,763638,4.7682,"0.0305, 0.0005, 0.0001",
127,8166043,4.8183,"0.0062, 0.0044, 0.0013",
128,778429,4.9712,"0.0315, 0.0002, 0.0001",
129,793548,5.1267,"0.0251, 0.0065, 0.0009",
130,785887,5.2118,"0.0059, 0.0030, 0.0014",
131,8111161,5.2752,"0.0073, 0.0055, 0.0014",
132,778504,5.3399,"0.0123, 0.0091, 0.0011",
