Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,785682,0.7070,0.0118,2121,✅
2,8179609,0.5563,0.0104,1669,
3,8179631,0.5177,0.0125,1553,
4,8179629,0.4893,0.0108,1468,
5,783475,0.4860,0.0128,1458,
6,794864,0.4807,0.0116,1442,
7,794863,0.4763,0.0117,1429,
8,793997,0.4640,0.0108,1392,
9,8172410,0.4287,0.0091,1286,
10,792430,0.4063,0.0100,1219,
11,781070,0.3913,0.0125,1174,
12,780300,0.3753,0.0088,1126,
13,785150,0.3743,0.0107,1123,
14,772741,0.3580,0.0099,1074,
15,780299,0.3570,0.0106,1071,
16,776572,0.3477,0.0105,1043,
17,783854,0.3377,0.0125,1013,
18,781071,0.3337,0.0122,1001,
19,772745,0.3273,0.0118,982,
20,771612,0.3247,0.0117,974,
21,771615,0.3083,0.0122,925,
22,793999,0.3063,0.0109,919,
23,787761,0.2893,0.0129,868,
24,772144,0.2743,0.0116,823,
25,772749,0.2733,0.0127,820,
26,771742,0.2530,0.0117,759,
27,785173,0.2520,0.0105,756,
28,781831,0.2497,0.0118,749,
29,785149,0.2427,0.0134,728,
30,8104983,0.2087,0.0130,626,
31,788786,0.1957,0.0116,587,
32,785159,0.1747,0.0123,524,
33,787629,0.1637,0.0117,491,
34,777155,0.1433,0.0128,430,
35,787913,0.1067,0.0127,320,
36,784856,0.0850,0.0128,255,
