Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8091936,1.0000,0.0068,3000,✅
2,778504,0.9397,0.0093,2819,
3,792440,0.8810,0.0108,2643,
4,8094080,0.8547,0.0097,2564,
5,775310,0.8417,0.0103,2525,
6,777135,0.8300,0.0091,2490,
7,792441,0.8167,0.0117,2450,
8,8105335,0.7577,0.0099,2273,
9,779530,0.7400,0.0105,2220,
10,779533,0.7330,0.0104,2199,
11,793793,0.7310,0.0113,2193,
12,8092284,0.6833,0.0105,2050,
13,8111161,0.6803,0.0115,2041,
14,793832,0.6683,0.0095,2005,
15,8166038,0.6307,0.0092,1892,
16,777141,0.6243,0.0087,1873,
17,794273,0.6130,0.0109,1839,
18,777553,0.5623,0.0088,1687,
19,8179499,0.5537,0.0101,1661,
20,786001,0.5530,0.0115,1659,
21,8089434,0.5287,0.0097,1586,
22,777551,0.5270,0.0104,1581,
23,780706,0.5063,0.0105,1519,
24,792803,0.4860,0.0112,1458,
25,793796,0.4743,0.0095,1423,
26,8093514,0.4720,0.0101,1416,
27,781916,0.4683,0.0104,1405,
28,793426,0.4320,0.0092,1296,
29,783595,0.4183,0.0111,1255,
30,8155627,0.3533,0.0111,1060,
31,8103578,0.3480,0.0105,1044,
32,782185,0.3473,0.0111,1042,
33,781917,0.3463,0.0104,1039,
34,788771,0.3330,0.0110,999,
35,8126325,0.3267,0.0096,980,
36,781923,0.3170,0.0091,951,
37,784111,0.3100,0.0114,930,
38,8181152,0.2877,0.0113,863,
39,781912,0.2797,0.0112,839,
40,781915,0.2793,0.0117,838,
41,8126327,0.2767,0.0116,830,
42,8166043,0.2660,0.0113,798,
43,8148795,0.2460,0.0116,738,
44,776840,0.2430,0.0114,729,
45,8126238,0.2247,0.0101,674,
