Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8091602,0.9927,0.0099,2978,✅
2,8095212,0.8777,0.0113,2633,
3,8179611,0.7637,0.0125,2291,
4,8091592,0.6423,0.0117,1927,
5,8095189,0.6333,0.0118,1900,
6,793998,0.5537,0.0118,1661,
7,793997,0.5237,0.0124,1571,
8,780252,0.4837,0.0130,1451,
9,791817,0.4797,0.0132,1439,
10,780299,0.4780,0.0124,1434,
11,780300,0.4613,0.0105,1384,
12,792937,0.4480,0.0110,1344,
13,780296,0.4423,0.0132,1327,
14,772769,0.4403,0.0126,1321,
15,8179589,0.4307,0.0127,1292,
16,775999,0.4280,0.0110,1284,
17,792429,0.4227,0.0123,1268,
18,8176966,0.4207,0.0133,1262,
19,8091607,0.4143,0.0118,1243,
20,787629,0.4113,0.0118,1234,
21,8179629,0.3987,0.0128,1196,
22,780288,0.3840,0.0128,1152,
23,792430,0.3750,0.0117,1125,
24,770066,0.3627,0.0132,1088,
25,772734,0.3573,0.0129,1072,
26,772733,0.3353,0.0129,1006,
27,8179592,0.3353,0.0134,1006,
28,780287,0.3313,0.0120,994,
29,8176978,0.3227,0.0130,968,
30,772749,0.3123,0.0125,937,
31,788920,0.2913,0.0123,874,
32,763640,0.2907,0.0115,872,
33,783619,0.2897,0.0115,869,
34,793982,0.2857,0.0113,857,
35,793978,0.2827,0.0109,848,
36,779545,0.2637,0.0130,791,
37,772732,0.2637,0.0121,791,
38,780295,0.2500,0.0129,750,
39,777942,0.2427,0.0128,728,
40,781744,0.2417,0.0123,725,
41,8179617,0.2390,0.0119,717,
42,772745,0.2257,0.0133,677,
43,793981,0.2250,0.0122,675,
44,8179614,0.1920,0.0134,576,
45,782016,0.1840,0.0111,552,
46,772741,0.1817,0.0126,545,
47,776548,0.1787,0.0119,536,
48,788916,0.1643,0.0109,493,
49,793975,0.1567,0.0127,470,
50,780254,0.1103,0.0131,331,
51,776556,0.0980,0.0135,294,
52,780255,0.0327,0.0105,98,
