Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,766859,0.7853,0.0127,2356,
2,8091592,0.7670,0.0105,2301,
3,8095189,0.7667,0.0110,2300,⬅️
4,8176904,0.6823,0.0122,2047,
5,791817,0.6430,0.0128,1929,
6,794105,0.5563,0.0138,1669,
7,780252,0.5327,0.0124,1598,
8,791816,0.5263,0.0133,1579,
9,8104626,0.4953,0.0112,1486,
10,780296,0.4663,0.0122,1399,
11,780295,0.4500,0.0117,1350,
12,794101,0.4367,0.0130,1310,
13,8091602,0.4073,0.0119,1222,
14,8179589,0.3840,0.0129,1152,
15,8179592,0.3493,0.0133,1048,
16,788926,0.3463,0.0123,1039,
17,776556,0.3010,0.0134,903,
18,779545,0.2910,0.0121,873,
19,791819,0.2783,0.0127,835,
20,792430,0.2183,0.0114,655,
21,8111520,0.1897,0.0141,569,
22,780279,0.1527,0.0130,458,
23,778632,0.1513,0.0130,454,
