Rank,CAD,Score (lower is better),Eigenvalues,Status
1,8105335,0.3508,"0.0139, 0.0050, 0.0002",
2,8100969,0.4098,"0.0191, 0.0055, 0.0001",
3,8100975,0.4289,"0.0197, 0.0055, 0.0001",⬅️
4,782185,0.4643,"0.0139, 0.0038, 0.0003",
5,765199,0.5575,"0.0129, 0.0048, 0.0001",
6,8174395,0.5731,"0.0148, 0.0042, 0.0000",
7,786001,0.5762,"0.0132, 0.0107, 0.0001",
8,793646,0.6017,"0.0138, 0.0031, 0.0001",
9,8092284,0.6789,"0.0096, 0.0074, 0.0005",
10,8100966,0.7004,"0.0178, 0.0004, 0.0001",
11,771736,0.7597,"0.0149, 0.0143, 0.0001",
12,793787,0.7842,"0.0174, 0.0003, 0.0000",
13,765202,0.8041,"0.0087, 0.0048, 0.0001",
14,792803,0.8375,"0.0104, 0.0083, 0.0006",
15,8091936,0.8478,"0.0141, 0.0060, 0.0008",
16,780706,0.8504,"0.0104, 0.0083, 0.0006",
17,793793,0.8815,"0.0109, 0.0091, 0.0006",
18,772797,0.8836,"0.0141, 0.0001, 0.0000",
19,772796,0.8841,"0.0141, 0.0001, 0.0000",
20,784111,0.8979,"0.0086, 0.0025, 0.0003",
21,8181356,0.9045,"0.0140, 0.0000, 0.0000",
22,8088206,0.9047,"0.0085, 0.0021, 0.0003",
23,775510,0.9086,"0.0139, 0.0000, 0.0000",
24,777141,0.9383,"0.0102, 0.0036, 0.0005",
25,8094080,0.9524,"0.0170, 0.0109, 0.0009",
26,775316,0.9527,"0.0098, 0.0029, 0.0000",
27,8166038,0.9825,"0.0099, 0.0041, 0.0005",
28,777135,0.9867,"0.0092, 0.0084, 0.0007",
29,8122655,1.0345,"0.0045, 0.0032, 0.0002",
30,8103576,1.0385,"0.0046, 0.0029, 0.0002",
31,777551,1.0402,"0.0088, 0.0037, 0.0005",
32,779861,1.0567,"0.0053, 0.0044, 0.0001",
33,8179627,1.0588,"0.0083, 0.0023, 0.0000",
34,791705,1.0774,"0.0046, 0.0029, 0.0003",
35,777043,1.0778,"0.0067, 0.0012, 0.0003",
36,8122643,1.0793,"0.0047, 0.0045, 0.0001",
37,8181152,1.0859,"0.0079, 0.0024, 0.0004",
38,792440,1.0880,"0.0172, 0.0077, 0.0012",
39,792441,1.1121,"0.0169, 0.0080, 0.0012",
40,765201,1.1394,"0.0049, 0.0033, 0.0001",
41,777553,1.1806,"0.0059, 0.0059, 0.0006",
42,8101572,1.1886,"0.0249, 0.0003, 0.0000",
43,772840,1.1973,"0.0089, 0.0001, 0.0000",
44,775310,1.1982,"0.0141, 0.0124, 0.0009",
45,772841,1.2023,"0.0088, 0.0001, 0.0000",
46,8093514,1.2144,"0.0072, 0.0024, 0.0005",
47,782438,1.2188,"0.0231, 0.0008, 0.0006",
48,779699,1.2189,"0.0034, 0.0014, 0.0002",
49,8139718,1.2200,"0.0033, 0.0023, 0.0002",
50,788695,1.2411,"0.0284, 0.0116, 0.0000",
51,794273,1.2416,"0.0078, 0.0061, 0.0008",
52,781613,1.2565,"0.0043, 0.0023, 0.0004",
53,793791,1.2622,"0.0078, 0.0003, 0.0000",
54,778897,1.2646,"0.0050, 0.0002, 0.0002",
55,778448,1.2690,"0.0219, 0.0029, 0.0008",
56,8063088,1.2728,"0.0073, 0.0004, 0.0000",
57,794515,1.2884,"0.0042, 0.0010, 0.0003",
58,8179499,1.2945,"0.0077, 0.0063, 0.0008",
59,788771,1.2976,"0.0052, 0.0032, 0.0005",
60,8178944,1.2985,"0.0043, 0.0024, 0.0004",
61,781282,1.3051,"0.0041, 0.0008, 0.0001",
62,8144696,1.3078,"0.0037, 0.0005, 0.0003",
63,793548,1.3244,"0.0251, 0.0065, 0.0009",
64,772764,1.3417,"0.0349, 0.0085, 0.0001",
65,772763,1.3481,"0.0350, 0.0085, 0.0001",
66,8103578,1.3631,"0.0055, 0.0028, 0.0006",
67,793426,1.3652,"0.0055, 0.0028, 0.0006",
68,777991,1.3715,"0.0041, 0.0020, 0.0000",
69,778504,1.3758,"0.0123, 0.0091, 0.0011",
70,774135,1.3857,"0.0066, 0.0007, 0.0005",
71,781916,1.3953,"0.0062, 0.0030, 0.0006",
72,778906,1.3962,"0.0016, 0.0006, 0.0003",
73,8117985,1.4190,"0.0033, 0.0013, 0.0000",
74,778899,1.4222,"0.0026, 0.0003, 0.0001",
75,777133,1.4355,"0.0025, 0.0025, 0.0000",
76,781923,1.4377,"0.0044, 0.0026, 0.0006",
77,8171486,1.4388,"0.0017, 0.0016, 0.0004",
78,781917,1.4408,"0.0062, 0.0031, 0.0007",
79,778844,1.4412,"0.0024, 0.0024, 0.0000",
80,778920,1.4530,"0.0014, 0.0006, 0.0003",
81,777217,1.4636,"0.0045, 0.0008, 0.0005",
82,8063089,1.4711,"0.0038, 0.0005, 0.0000",
83,783595,1.4896,"0.0137, 0.0064, 0.0014",
84,763638,1.4991,"0.0305, 0.0005, 0.0001",
85,793832,1.5110,"0.0133, 0.0039, 0.0012",
86,792350,1.5116,"0.0011, 0.0008, 0.0003",
87,791713,1.5206,"0.0035, 0.0003, 0.0000",
88,8098446,1.5272,"0.0014, 0.0004, 0.0001",
89,792783,1.5325,"0.0006, 0.0006, 0.0001",
90,8155627,1.5326,"0.0155, 0.0100, 0.0014",
91,781912,1.5596,"0.0044, 0.0029, 0.0007",
92,798512,1.5606,"0.0029, 0.0002, 0.0000",
93,8095941,1.5617,"0.0013, 0.0002, 0.0001",
94,777239,1.5630,"0.0024, 0.0009, 0.0005",
95,8093118,1.5670,"0.0006, 0.0004, 0.0003",
96,792510,1.5684,"0.0024, 0.0005, 0.0000",
97,779533,1.5725,"0.0180, 0.0150, 0.0011",
98,778429,1.5777,"0.0315, 0.0002, 0.0001",
99,767340,1.5864,"0.0024, 0.0003, 0.0000",
100,775318,1.5976,"0.0011, 0.0005, 0.0004",
101,763620,1.5980,"0.0024, 0.0001, 0.0000",
102,794679,1.5985,"0.0024, 0.0001, 0.0000",
103,763621,1.5986,"0.0024, 0.0001, 0.0000",
104,781899,1.6024,"0.0229, 0.0219, 0.0000",
105,793405,1.6096,"0.0005, 0.0003, 0.0001",
106,8096342,1.6118,"0.0371, 0.0056, 0.0004",
107,8089434,1.6128,"0.0077, 0.0021, 0.0009",
108,793789,1.6134,"0.0020, 0.0003, 0.0000",
109,777087,1.6147,"0.0012, 0.0010, 0.0000",
110,779530,1.6177,"0.0181, 0.0152, 0.0011",
111,777253,1.6212,"0.0013, 0.0008, 0.0000",
112,794601,1.6304,"0.0018, 0.0001, 0.0000",
113,8121694,1.6330,"0.0015, 0.0001, 0.0000",
114,8121692,1.6332,"0.0015, 0.0001, 0.0000",
115,798351,1.6335,"0.0019, 0.0000, 0.0000",
116,776935,1.6504,"0.0015, 0.0003, 0.0000",
117,8172412,1.6518,"0.0351, 0.0117, 0.0000",
118,776840,1.6567,"0.0044, 0.0024, 0.0008",
119,8172414,1.6573,"0.0352, 0.0116, 0.0000",
120,778915,1.6589,"0.0014, 0.0009, 0.0005",
121,777240,1.6616,"0.0032, 0.0024, 0.0007",
122,793768,1.6631,"0.0007, 0.0003, 0.0000",
123,8150394,1.6637,"0.0008, 0.0006, 0.0000",
124,8126327,1.6664,"0.0054, 0.0041, 0.0009",
125,785997,1.6668,"0.0273, 0.0225, 0.0002",
126,784049,1.6688,"0.0010, 0.0004, 0.0000",
127,8188926,1.6749,"0.0011, 0.0008, 0.0005",
128,8174397,1.6762,"0.0028, 0.0017, 0.0006",
129,767940,1.6869,"0.0005, 0.0005, 0.0000",
130,8092190,1.6902,"0.0006, 0.0005, 0.0000",
131,8141343,1.6923,"0.0004, 0.0001, 0.0000",
132,8093316,1.6966,"0.0399, 0.0068, 0.0000",
133,779608,1.6982,"0.0005, 0.0005, 0.0000",
134,792358,1.6996,"0.0018, 0.0011, 0.0006",
135,8092171,1.7037,"0.0006, 0.0002, 0.0000",
136,763660,1.7105,"0.0005, 0.0001, 0.0000",
137,793689,1.7166,"0.0004, 0.0001, 0.0000",
138,794159,1.7225,"0.0004, 0.0000, 0.0000",
139,792795,1.7329,"0.0001, 0.0001, 0.0000",
140,781914,1.7334,"0.0022, 0.0013, 0.0006",
141,8148795,1.7472,"0.0033, 0.0028, 0.0008",
142,8126325,1.7694,"0.0038, 0.0038, 0.0009",
143,8139623,1.7718,"0.0175, 0.0058, 0.0017",
144,8126238,1.7766,"0.0038, 0.0038, 0.0009",
145,781915,1.7898,"0.0050, 0.0028, 0.0009",
146,8112097,1.8287,"0.0305, 0.0125, 0.0008",
