Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8181354,0.8807,0.0131,2642,
2,768552,0.8423,0.0132,2527,⬅️
3,774935,0.4900,0.0113,1470,
4,774937,0.4697,0.0109,1409,
5,8088959,0.4690,0.0102,1407,
6,792161,0.4537,0.0127,1361,
7,8125655,0.4527,0.0115,1358,
8,8092992,0.4367,0.0114,1310,
9,792441,0.4027,0.0107,1208,
10,779815,0.3860,0.0113,1158,
11,794516,0.3687,0.0105,1106,
12,8126425,0.3607,0.0109,1082,
13,778504,0.3607,0.0129,1082,
14,8149518,0.3460,0.0118,1038,
15,781831,0.3383,0.0124,1015,
16,783596,0.3243,0.0117,973,
17,794008,0.3233,0.0118,970,
18,8143504,0.3143,0.0124,943,
19,772132,0.3110,0.0096,933,
20,787913,0.3100,0.0119,930,
21,8094080,0.2950,0.0108,885,
22,783617,0.2847,0.0117,854,
23,8111165,0.2510,0.0114,753,
24,8139623,0.2433,0.0118,730,
25,775310,0.2347,0.0115,704,
26,775262,0.2317,0.0116,695,
27,779530,0.2290,0.0113,687,
28,781926,0.2280,0.0121,684,
29,779533,0.2243,0.0117,673,
30,8111167,0.2230,0.0121,669,
31,783595,0.2220,0.0123,666,
32,792440,0.2183,0.0111,655,
33,798480,0.2103,0.0122,631,
34,798475,0.1973,0.0122,592,
35,780273,0.1743,0.0114,523,
36,8155627,0.1693,0.0122,508,
37,8114863,0.1663,0.0124,499,
38,788698,0.1580,0.0118,474,
39,781921,0.1393,0.0118,418,
