Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8149518,0.9953,0.0102,2986,
2,8143504,0.9953,0.0098,2986,⬅️
3,8125655,0.9913,0.0101,2974,
4,8126425,0.9893,0.0099,2968,
5,783596,0.9727,0.0102,2918,
6,794008,0.8290,0.0123,2487,
7,781926,0.6490,0.0126,1947,
8,8172406,0.6230,0.0105,1869,
9,794870,0.5943,0.0104,1783,
10,779815,0.5543,0.0097,1663,
11,8139623,0.5397,0.0095,1619,
12,785169,0.5133,0.0109,1540,
13,779530,0.5127,0.0110,1538,
14,8088959,0.4947,0.0083,1484,
15,779533,0.4890,0.0116,1467,
16,8094080,0.4817,0.0113,1445,
17,780273,0.4450,0.0102,1335,
18,775262,0.4437,0.0096,1331,
19,779434,0.4393,0.0115,1318,
20,798480,0.4357,0.0115,1307,
21,794516,0.4320,0.0102,1296,
22,798475,0.4287,0.0104,1286,
23,8111167,0.4133,0.0112,1240,
24,788698,0.4093,0.0086,1228,
25,8111165,0.3987,0.0102,1196,
26,8112097,0.3957,0.0099,1187,
27,8114863,0.3947,0.0107,1184,
28,8091936,0.3803,0.0109,1141,
29,783617,0.3720,0.0106,1116,
30,774937,0.3703,0.0108,1111,
31,8092992,0.3603,0.0104,1081,
32,775310,0.3580,0.0118,1074,
33,781921,0.3390,0.0120,1017,
34,792441,0.3260,0.0112,978,
35,8092901,0.3030,0.0104,909,
36,793793,0.2997,0.0112,899,
37,792161,0.2973,0.0118,892,
38,794871,0.2973,0.0110,892,
39,774935,0.2940,0.0106,882,
40,793548,0.2937,0.0124,881,
41,787914,0.2930,0.0109,879,
42,8141860,0.2770,0.0120,831,
43,778504,0.2770,0.0119,831,
44,772132,0.2527,0.0120,758,
45,768552,0.2443,0.0125,733,
46,783595,0.2413,0.0118,724,
47,8155627,0.2280,0.0124,684,
48,792440,0.2263,0.0120,679,
