Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,778920,1.0000,0.0045,3000,✅
2,792350,0.9890,0.0090,2967,
3,775318,0.9810,0.0103,2943,
4,8188926,0.9630,0.0098,2889,
5,8098446,0.9450,0.0097,2835,
6,777087,0.9413,0.0092,2824,
7,778906,0.9383,0.0101,2815,
8,792783,0.9343,0.0077,2803,
9,778915,0.9297,0.0097,2789,
10,784049,0.8807,0.0107,2642,
11,777253,0.8743,0.0094,2623,
12,793789,0.8707,0.0103,2612,
13,776935,0.8390,0.0103,2517,
14,8095941,0.8373,0.0090,2512,
15,767940,0.8000,0.0104,2400,
16,793405,0.7883,0.0087,2365,
17,8150394,0.7580,0.0095,2274,
18,8092190,0.7227,0.0114,2168,
19,793768,0.7037,0.0106,2111,
20,8121692,0.6963,0.0112,2089,
21,8121694,0.4830,0.0116,1449,
