Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,792441,0.9600,0.0081,2880,
2,792440,0.9590,0.0080,2877,⬅️
3,772764,0.9207,0.0065,2762,
4,772763,0.9173,0.0062,2752,
5,8100969,0.8647,0.0095,2594,
6,8155627,0.8417,0.0092,2525,
7,8100975,0.8370,0.0095,2511,
8,798480,0.8297,0.0077,2489,
9,783595,0.8023,0.0064,2407,
10,788695,0.7977,0.0063,2393,
11,8094080,0.7940,0.0105,2382,
12,798475,0.7767,0.0104,2330,
13,793548,0.7540,0.0085,2262,
14,793793,0.7007,0.0066,2102,
15,8105335,0.6817,0.0092,2045,
16,765199,0.6700,0.0101,2010,
17,8096342,0.6597,0.0090,1979,
18,8139623,0.6557,0.0076,1967,
19,8179499,0.6453,0.0070,1936,
20,778448,0.5750,0.0081,1725,
21,781926,0.5587,0.0112,1676,
22,8111161,0.5587,0.0081,1676,
23,779533,0.5530,0.0116,1659,
24,779530,0.4790,0.0125,1437,
25,777551,0.4773,0.0066,1432,
26,777135,0.4767,0.0115,1430,
27,781921,0.4547,0.0106,1364,
28,765202,0.4407,0.0085,1322,
29,778504,0.4073,0.0113,1222,
30,8091936,0.3927,0.0117,1178,
31,8174395,0.3917,0.0113,1175,
32,786001,0.3813,0.0119,1144,
33,8112097,0.3733,0.0104,1120,
34,8092284,0.3680,0.0113,1104,
35,782185,0.3600,0.0105,1080,
36,793787,0.3480,0.0095,1044,
37,8166038,0.3443,0.0114,1033,
38,774937,0.3340,0.0093,1002,
39,775310,0.3287,0.0117,986,
40,792803,0.3163,0.0105,949,
41,780706,0.3150,0.0109,945,
42,782438,0.3037,0.0114,911,
43,777141,0.2843,0.0115,853,
44,8100966,0.2813,0.0106,844,
45,793832,0.2593,0.0121,778,
46,781917,0.2573,0.0118,772,
47,793646,0.2560,0.0113,768,
48,8101572,0.2543,0.0118,763,
49,794273,0.2180,0.0119,654,
50,777553,0.1347,0.0119,404,
