Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,778632,0.7380,0.0125,2214,✅
2,792430,0.3683,0.0128,1105,
3,8104983,0.3067,0.0124,920,
4,766859,0.2993,0.0131,898,
5,788926,0.2970,0.0103,891,
6,8179609,0.2680,0.0110,804,
7,8095189,0.2610,0.0125,783,
8,793999,0.2587,0.0116,776,
9,8104626,0.2517,0.0124,755,
10,8179629,0.2490,0.0118,747,
11,794105,0.2317,0.0135,695,
12,779545,0.2180,0.0117,654,
13,785150,0.2027,0.0130,608,
14,8091592,0.1790,0.0131,537,
15,780279,0.1653,0.0127,496,
16,787629,0.1633,0.0121,490,
17,8179631,0.1437,0.0133,431,
18,8091602,0.1273,0.0127,382,
19,785149,0.1103,0.0133,331,
20,8176904,0.1000,0.0131,300,
