Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,785184,0.6800,0.0128,2040,✅
2,785185,0.6327,0.0129,1898,
3,783475,0.3523,0.0128,1057,
4,785682,0.3523,0.0127,1057,
5,8179631,0.3233,0.0111,970,
6,8179629,0.3167,0.0119,950,
7,8179609,0.3123,0.0119,937,
8,8111409,0.3013,0.0121,904,
9,771612,0.2950,0.0137,885,
10,772769,0.2877,0.0120,863,
11,771615,0.2810,0.0125,843,
12,794864,0.2717,0.0113,815,
13,794863,0.2213,0.0135,664,
14,771742,0.2063,0.0129,619,
15,787761,0.1347,0.0128,404,
16,783854,0.1250,0.0117,375,
17,781071,0.1167,0.0135,350,
18,781070,0.1133,0.0125,340,
19,792937,0.0980,0.0126,294,
