Rank,CAD,Score (lower is better),Eigenvalues,Status
1,793789,0.3388,"0.0020, 0.0003, 0.0000",
2,8095941,0.4588,"0.0013, 0.0002, 0.0001",⬅️
3,8098446,0.4804,"0.0014, 0.0004, 0.0001",
4,776935,0.5486,"0.0015, 0.0003, 0.0000",
5,767340,0.5546,"0.0024, 0.0003, 0.0000",
6,778899,0.5637,"0.0026, 0.0003, 0.0001",
7,794601,0.5683,"0.0018, 0.0001, 0.0000",
8,798351,0.6925,"0.0019, 0.0000, 0.0000",
9,8121694,0.7570,"0.0015, 0.0001, 0.0000",
10,8121692,0.7601,"0.0015, 0.0001, 0.0000",
11,793405,0.7737,"0.0005, 0.0003, 0.0001",
12,793768,0.7966,"0.0007, 0.0003, 0.0000",
13,792510,0.8112,"0.0024, 0.0005, 0.0000",
14,763621,0.8606,"0.0024, 0.0001, 0.0000",
15,763620,0.8649,"0.0024, 0.0001, 0.0000",
16,798512,0.8899,"0.0029, 0.0002, 0.0000",
17,794679,0.9083,"0.0024, 0.0001, 0.0000",
18,784049,0.9561,"0.0010, 0.0004, 0.0000",
19,8092171,1.0620,"0.0006, 0.0002, 0.0000",
20,791713,1.1119,"0.0035, 0.0003, 0.0000",
21,778906,1.1426,"0.0016, 0.0006, 0.0003",
22,8092190,1.1843,"0.0006, 0.0005, 0.0000",
23,8141343,1.2418,"0.0004, 0.0001, 0.0000",
24,779608,1.2530,"0.0005, 0.0005, 0.0000",
25,778920,1.3016,"0.0014, 0.0006, 0.0003",
26,777253,1.3127,"0.0013, 0.0008, 0.0000",
27,792783,1.3152,"0.0006, 0.0006, 0.0001",
28,763660,1.3258,"0.0005, 0.0001, 0.0000",
29,8150394,1.3375,"0.0008, 0.0006, 0.0000",
30,767940,1.3385,"0.0005, 0.0005, 0.0000",
31,793689,1.3677,"0.0004, 0.0001, 0.0000",
32,794159,1.4575,"0.0004, 0.0000, 0.0000",
33,792795,1.4586,"0.0001, 0.0001, 0.0000",
34,8063089,1.5630,"0.0038, 0.0005, 0.0000",
35,8093118,1.5940,"0.0006, 0.0004, 0.0003",
36,775318,1.7294,"0.0011, 0.0005, 0.0004",
37,777087,1.7864,"0.0012, 0.0010, 0.0000",
38,8144696,1.8166,"0.0037, 0.0005, 0.0003",
39,778897,1.9735,"0.0050, 0.0002, 0.0002",
40,792350,2.0306,"0.0011, 0.0008, 0.0003",
41,781282,2.1453,"0.0041, 0.0008, 0.0001",
42,777239,2.2990,"0.0024, 0.0009, 0.0005",
43,8117985,2.4038,"0.0033, 0.0013, 0.0000",
44,8188926,2.4370,"0.0011, 0.0008, 0.0005",
45,778915,2.4550,"0.0014, 0.0009, 0.0005",
46,792358,2.7077,"0.0018, 0.0011, 0.0006",
