Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8095941,1.0000,0.0042,3000,✅
2,778899,1.0000,0.0046,3000,
3,798512,0.9970,0.0073,2991,
4,767340,0.9487,0.0067,2846,
5,8098446,0.9380,0.0097,2814,
6,792510,0.9347,0.0085,2804,
7,784049,0.8843,0.0088,2653,
8,793789,0.8693,0.0100,2608,
9,8121694,0.8333,0.0101,2500,
10,8121692,0.8327,0.0100,2498,
11,763621,0.8113,0.0094,2434,
12,794679,0.8043,0.0103,2413,
13,793405,0.7857,0.0097,2357,
14,793768,0.7723,0.0107,2317,
15,763620,0.7587,0.0102,2276,
16,798351,0.7063,0.0099,2119,
17,794601,0.6800,0.0102,2040,
18,776935,0.5750,0.0120,1725,
