Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,772741,0.9247,0.0104,2774,
2,8179611,0.9210,0.0111,2763,
3,772749,0.9183,0.0115,2755,
4,772745,0.9170,0.0114,2751,
5,772734,0.9060,0.0107,2718,
6,772732,0.8900,0.0114,2670,
7,793997,0.8893,0.0092,2668,
8,8176966,0.8887,0.0103,2666,
9,780299,0.8853,0.0084,2656,⬅️
10,780300,0.8813,0.0081,2644,
11,8176978,0.8760,0.0121,2628,
12,793978,0.8757,0.0110,2627,
13,788916,0.8703,0.0116,2611,
14,793998,0.8667,0.0091,2600,
15,780254,0.8610,0.0110,2583,
16,793975,0.8607,0.0108,2582,
17,777942,0.8563,0.0120,2569,
18,772769,0.8457,0.0119,2537,
19,772801,0.8320,0.0086,2496,
20,788920,0.8107,0.0098,2432,
21,8186079,0.7733,0.0091,2320,
22,788923,0.7720,0.0107,2316,
23,772810,0.7597,0.0086,2279,
24,772809,0.7300,0.0099,2190,
25,777945,0.6997,0.0103,2099,
26,774596,0.6870,0.0104,2061,
27,788794,0.6823,0.0095,2047,
28,772742,0.6780,0.0106,2034,
29,777948,0.6737,0.0081,2021,
30,776560,0.6223,0.0099,1867,
31,8181146,0.6137,0.0076,1841,
32,8158965,0.6117,0.0111,1835,
33,785997,0.6043,0.0101,1813,
34,772804,0.5930,0.0085,1779,
35,8172414,0.5877,0.0078,1763,
36,783619,0.5713,0.0086,1714,
37,8093316,0.5407,0.0097,1622,
38,780283,0.5087,0.0094,1526,
39,8087967,0.5070,0.0113,1521,
40,772763,0.5007,0.0097,1502,
41,8172412,0.4843,0.0076,1453,
42,772764,0.4797,0.0110,1439,
43,792937,0.4167,0.0119,1250,
44,771731,0.3530,0.0089,1059,
45,8096342,0.3420,0.0098,1026,
46,778082,0.3350,0.0097,1005,
47,781899,0.3253,0.0087,976,
48,772805,0.2340,0.0109,702,
49,775999,0.2263,0.0123,679,
50,772726,0.2203,0.0095,661,
51,772725,0.2193,0.0106,658,
52,780827,0.1783,0.0125,535,
53,776548,0.1697,0.0101,509,
54,8112097,0.1603,0.0114,481,
55,788909,0.0607,0.0119,182,
