Rank,CAD,Score (lower is better),Eigenvalues,Status
1,781744,0.2898,"0.1001, 0.0060, 0.0015",
2,782016,0.4930,"0.0963, 0.0081, 0.0001",⬅️
3,8179617,0.5886,"0.1107, 0.0025, 0.0002",
4,783619,0.6129,"0.0584, 0.0055, 0.0011",
5,763640,0.7235,"0.0957, 0.0014, 0.0001",
6,8158965,0.7317,"0.0668, 0.0047, 0.0002",
7,780287,0.7723,"0.1048, 0.0122, 0.0001",
8,780255,0.8108,"0.0989, 0.0003, 0.0000",
9,778082,0.8292,"0.0572, 0.0049, 0.0001",
10,793548,0.8513,"0.0251, 0.0065, 0.0009",
11,8096342,0.8522,"0.0371, 0.0056, 0.0004",
12,777948,0.9320,"0.0640, 0.0096, 0.0001",
13,8091936,0.9473,"0.0141, 0.0060, 0.0008",
14,8093316,0.9670,"0.0399, 0.0068, 0.0000",
15,777945,0.9802,"0.0632, 0.0099, 0.0001",
16,8179499,0.9829,"0.0077, 0.0063, 0.0008",
17,794273,0.9908,"0.0078, 0.0061, 0.0008",
18,788794,0.9984,"0.0598, 0.0097, 0.0001",
19,784907,1.0368,"0.0400, 0.0096, 0.0012",
20,776548,1.0447,"0.0744, 0.0001, 0.0001",
21,772804,1.0693,"0.0477, 0.0090, 0.0000",
22,777553,1.0810,"0.0059, 0.0059, 0.0006",
23,783595,1.0850,"0.0137, 0.0064, 0.0014",
24,792440,1.1060,"0.0172, 0.0077, 0.0012",
25,778448,1.1097,"0.0219, 0.0029, 0.0008",
26,8100975,1.1205,"0.0197, 0.0055, 0.0001",
27,772763,1.1248,"0.0350, 0.0085, 0.0001",
28,772764,1.1265,"0.0349, 0.0085, 0.0001",
29,8100969,1.1335,"0.0191, 0.0055, 0.0001",
30,772805,1.1344,"0.0473, 0.0097, 0.0000",
31,792441,1.1369,"0.0169, 0.0080, 0.0012",
32,798480,1.1378,"0.0265, 0.0061, 0.0020",
33,798475,1.1410,"0.0261, 0.0061, 0.0020",
34,8139623,1.1623,"0.0175, 0.0058, 0.0017",
35,8092284,1.1707,"0.0096, 0.0074, 0.0005",
36,8126327,1.1863,"0.0054, 0.0041, 0.0009",
37,8111161,1.1873,"0.0073, 0.0055, 0.0014",
38,780706,1.1944,"0.0104, 0.0083, 0.0006",
39,792803,1.1950,"0.0104, 0.0083, 0.0006",
40,780279,1.1951,"0.1240, 0.0090, 0.0033",
41,8105335,1.1951,"0.0139, 0.0050, 0.0002",
42,777135,1.1983,"0.0092, 0.0084, 0.0007",
43,8166038,1.2116,"0.0099, 0.0041, 0.0005",
44,793832,1.2121,"0.0133, 0.0039, 0.0012",
45,8126325,1.2240,"0.0038, 0.0038, 0.0009",
46,8126238,1.2257,"0.0038, 0.0038, 0.0009",
47,8091304,1.2273,"0.0407, 0.0022, 0.0000",
48,772726,1.2428,"0.0549, 0.0002, 0.0000",
49,772725,1.2447,"0.0547, 0.0002, 0.0000",
50,793793,1.2496,"0.0109, 0.0091, 0.0006",
51,778504,1.2557,"0.0123, 0.0091, 0.0011",
52,777551,1.2561,"0.0088, 0.0037, 0.0005",
53,765199,1.2591,"0.0129, 0.0048, 0.0001",
54,8166043,1.2622,"0.0062, 0.0044, 0.0013",
55,777141,1.2656,"0.0102, 0.0036, 0.0005",
56,782185,1.2696,"0.0139, 0.0038, 0.0003",
57,8087967,1.2717,"0.0384, 0.0134, 0.0008",
58,8094080,1.2749,"0.0170, 0.0109, 0.0009",
59,8112097,1.2793,"0.0305, 0.0125, 0.0008",
60,781917,1.2795,"0.0062, 0.0031, 0.0007",
61,765202,1.2943,"0.0087, 0.0048, 0.0001",
62,780273,1.2946,"0.0086, 0.0058, 0.0019",
63,8148795,1.2971,"0.0033, 0.0028, 0.0008",
64,793796,1.2981,"0.0062, 0.0036, 0.0012",
65,781915,1.3007,"0.0050, 0.0028, 0.0009",
66,788905,1.3025,"0.0392, 0.0013, 0.0001",
67,781916,1.3037,"0.0062, 0.0030, 0.0006",
68,8089434,1.3118,"0.0077, 0.0021, 0.0009",
69,781912,1.3126,"0.0044, 0.0029, 0.0007",
70,8174395,1.3147,"0.0148, 0.0042, 0.0000",
71,781926,1.3191,"0.0210, 0.0084, 0.0018",
72,787914,1.3334,"0.0383, 0.0085, 0.0024",
73,776840,1.3340,"0.0044, 0.0024, 0.0008",
74,788771,1.3344,"0.0052, 0.0032, 0.0005",
75,779434,1.3368,"0.0318, 0.0131, 0.0009",
76,781921,1.3387,"0.0190, 0.0038, 0.0018",
77,782438,1.3430,"0.0231, 0.0008, 0.0006",
78,793426,1.3471,"0.0055, 0.0028, 0.0006",
79,8103578,1.3478,"0.0055, 0.0028, 0.0006",
80,8139855,1.3500,"0.0027, 0.0022, 0.0008",
81,778091,1.3597,"0.0393, 0.0006, 0.0001",
82,777240,1.3637,"0.0032, 0.0024, 0.0007",
83,8122643,1.3643,"0.0047, 0.0045, 0.0001",
84,779861,1.3687,"0.0053, 0.0044, 0.0001",
85,781923,1.3737,"0.0044, 0.0026, 0.0006",
