Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,782185,0.9993,0.0078,2998,
2,8088206,0.9787,0.0074,2936,⬅️
3,8105335,0.9163,0.0098,2749,
4,8181152,0.7370,0.0102,2211,
5,793646,0.6430,0.0097,1929,
6,784111,0.6230,0.0111,1869,
7,765201,0.5983,0.0103,1795,
8,777043,0.5963,0.0113,1789,
9,8166038,0.5793,0.0100,1738,
10,777141,0.5673,0.0098,1702,
11,8178944,0.5630,0.0099,1689,
12,8103576,0.5613,0.0087,1684,
13,772796,0.5483,0.0123,1645,
14,8179627,0.5303,0.0113,1591,
15,791705,0.5290,0.0104,1587,
16,772840,0.5113,0.0122,1534,
17,772797,0.5000,0.0106,1500,
18,781613,0.4937,0.0096,1481,
19,777551,0.4937,0.0093,1481,
20,777991,0.4890,0.0121,1467,
21,765199,0.4740,0.0123,1422,
22,779699,0.4713,0.0125,1414,
23,8122655,0.4203,0.0102,1261,
24,8174395,0.3883,0.0088,1165,
25,8181356,0.3873,0.0134,1162,
26,775510,0.3750,0.0133,1125,
27,775316,0.3723,0.0109,1117,
28,8093514,0.3680,0.0116,1104,
29,8139718,0.2793,0.0113,838,
