Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8166038,0.9813,0.0093,2944,
2,777141,0.9790,0.0072,2937,
3,793426,0.9787,0.0072,2936,⬅️
4,8103578,0.9717,0.0070,2915,
5,781916,0.9233,0.0093,2770,
6,781917,0.9230,0.0082,2769,
7,788771,0.9107,0.0077,2732,
8,791705,0.8897,0.0078,2669,
9,8093514,0.8697,0.0098,2609,
10,781613,0.8647,0.0096,2594,
11,8179627,0.8507,0.0108,2552,
12,8103576,0.8407,0.0086,2522,
13,777551,0.7807,0.0097,2342,
14,8178944,0.7780,0.0106,2334,
15,8122655,0.7540,0.0087,2262,
16,781923,0.7043,0.0107,2113,
17,781912,0.6977,0.0097,2093,
18,777043,0.6847,0.0080,2054,
19,784111,0.6497,0.0083,1949,
20,8139718,0.6483,0.0083,1945,
21,8088206,0.6213,0.0101,1864,
22,774135,0.6173,0.0119,1852,
23,765201,0.6040,0.0108,1812,
24,779699,0.5900,0.0088,1770,
25,794515,0.5703,0.0113,1711,
26,777240,0.5620,0.0096,1686,
27,8181152,0.5467,0.0111,1640,
28,8174397,0.5403,0.0102,1621,
29,8144696,0.4710,0.0088,1413,
30,8171486,0.4320,0.0120,1296,
31,777239,0.3850,0.0116,1155,
32,777217,0.3197,0.0125,959,
