Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8088959,0.8960,0.0097,2688,✅
2,785173,0.8063,0.0111,2419,
3,794008,0.6350,0.0144,1905,
4,781831,0.6087,0.0122,1826,
5,8143504,0.5403,0.0097,1621,
6,772132,0.5250,0.0114,1575,
7,774937,0.5073,0.0109,1522,
8,792441,0.4980,0.0098,1494,
9,8092992,0.4863,0.0086,1459,
10,783595,0.4283,0.0104,1285,
11,8155627,0.4280,0.0101,1284,
12,8181354,0.4230,0.0115,1269,
13,779434,0.4203,0.0112,1261,
14,768552,0.4097,0.0112,1229,
15,794871,0.3960,0.0120,1188,
16,794516,0.3817,0.0075,1145,
17,793548,0.3627,0.0100,1088,
18,787913,0.3480,0.0116,1044,
19,8094080,0.3397,0.0116,1019,
20,8112097,0.3373,0.0103,1012,
21,792440,0.3363,0.0106,1009,
22,794870,0.3343,0.0116,1003,
23,779530,0.3323,0.0113,997,
24,775262,0.3313,0.0097,994,
25,8126425,0.3257,0.0096,977,
26,787914,0.3250,0.0095,975,
27,8139623,0.3187,0.0123,956,
28,779815,0.3183,0.0126,955,
29,785169,0.3120,0.0121,936,
30,774935,0.3000,0.0129,900,
31,783596,0.2983,0.0108,895,
32,788698,0.2870,0.0114,861,
33,772144,0.2680,0.0128,804,
34,792161,0.2593,0.0111,778,
35,8125655,0.2577,0.0120,773,
36,775310,0.2560,0.0121,768,
37,798480,0.2393,0.0111,718,
38,8141860,0.2157,0.0126,647,
39,8172406,0.2113,0.0128,634,
40,778504,0.2090,0.0128,627,
41,8111165,0.1987,0.0072,596,
42,8149518,0.1837,0.0127,551,
43,781926,0.1777,0.0122,533,
44,798475,0.1763,0.0123,529,
45,779533,0.1660,0.0112,498,
46,8111167,0.1513,0.0115,454,
47,781921,0.1273,0.0104,382,
48,8092901,0.1163,0.0121,349,
