Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8172410,0.9223,0.0096,2767,
2,794871,0.8427,0.0086,2528,
3,8172406,0.8260,0.0102,2478,
4,785169,0.8223,0.0096,2467,
5,785159,0.8170,0.0120,2451,
6,781831,0.7983,0.0111,2395,⬅️
7,794870,0.7917,0.0087,2375,
8,785997,0.7440,0.0076,2232,
9,772144,0.7387,0.0094,2216,
10,8092901,0.7350,0.0084,2205,
11,8172412,0.7307,0.0102,2192,
12,8087967,0.7090,0.0081,2127,
13,8092992,0.6973,0.0094,2092,
14,772132,0.6860,0.0094,2058,
15,8141860,0.6693,0.0077,2008,
16,779815,0.6673,0.0096,2002,
17,785173,0.6267,0.0107,1880,
18,788786,0.6173,0.0103,1852,
19,783596,0.5867,0.0079,1760,
20,775262,0.5817,0.0081,1745,
21,788698,0.5800,0.0084,1740,
22,784907,0.5777,0.0072,1733,
23,8125655,0.5587,0.0103,1676,
24,8088959,0.5537,0.0120,1661,
25,792441,0.5403,0.0077,1621,
26,792440,0.5390,0.0068,1617,
27,772763,0.5333,0.0100,1600,
28,8155627,0.5233,0.0089,1570,
29,786001,0.5170,0.0081,1551,
30,794008,0.5163,0.0115,1549,
31,771736,0.5127,0.0080,1538,
32,783595,0.4700,0.0066,1410,
33,771742,0.4613,0.0126,1384,
34,772764,0.4477,0.0108,1343,
35,793548,0.4470,0.0118,1341,
36,8149518,0.4380,0.0080,1314,
37,781926,0.4160,0.0087,1248,
38,777155,0.4057,0.0133,1217,
39,8181354,0.4047,0.0114,1214,
40,781899,0.3917,0.0108,1175,
41,788695,0.3893,0.0081,1168,
42,8143504,0.3670,0.0116,1101,
43,798475,0.3620,0.0098,1086,
44,792161,0.3533,0.0118,1060,
45,779434,0.3470,0.0122,1041,
46,779530,0.3280,0.0111,984,
47,8172414,0.3257,0.0117,977,
48,775310,0.3243,0.0124,973,
49,8096342,0.3137,0.0095,941,
50,8126425,0.3113,0.0118,934,
51,778448,0.2853,0.0097,856,
52,798480,0.2807,0.0121,842,
53,8100975,0.2733,0.0119,820,
54,778504,0.2613,0.0119,784,
55,780827,0.2540,0.0103,762,
56,774937,0.2503,0.0122,751,
57,8112097,0.2423,0.0086,727,
58,781921,0.2337,0.0100,701,
59,768552,0.2283,0.0118,685,
60,8091936,0.2240,0.0116,672,
61,8100969,0.2177,0.0117,653,
62,787914,0.2093,0.0116,628,
63,779533,0.1953,0.0124,586,
64,8139623,0.1937,0.0120,581,
65,787913,0.1890,0.0122,567,
66,784856,0.1810,0.0128,543,
67,8094080,0.1753,0.0116,526,
68,774935,0.1643,0.0117,493,
69,782438,0.1553,0.0115,466,
70,763638,0.1407,0.0100,422,
71,778429,0.1340,0.0106,402,
72,8101572,0.1307,0.0091,392,
73,8093316,0.1233,0.0117,370,
74,774596,0.1180,0.0122,354,
75,8181146,0.0930,0.0120,279,
