Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,792441,0.9623,0.0074,2887,✅
2,792440,0.9613,0.0070,2884,
3,783595,0.8780,0.0071,2634,
4,8100969,0.8723,0.0079,2617,
5,8100975,0.8293,0.0080,2488,
6,8105335,0.7750,0.0081,2325,
7,793548,0.7583,0.0080,2275,
8,793793,0.7453,0.0083,2236,
9,8094080,0.7167,0.0095,2150,
10,8096342,0.6830,0.0079,2049,
11,8179499,0.6213,0.0079,1864,
12,765199,0.5757,0.0074,1727,
13,778448,0.5693,0.0082,1708,
14,777135,0.5103,0.0072,1531,
15,777551,0.4987,0.0071,1496,
16,775310,0.4923,0.0107,1477,
17,8166038,0.4623,0.0106,1387,
18,777141,0.4470,0.0120,1341,
19,793832,0.4233,0.0110,1270,
20,777553,0.4210,0.0101,1263,
21,794273,0.4163,0.0091,1249,
22,8092284,0.3597,0.0106,1079,
23,8103578,0.3483,0.0103,1045,
24,792803,0.3247,0.0107,974,
25,793426,0.3120,0.0104,936,
26,780706,0.3113,0.0106,934,
27,781916,0.2947,0.0101,884,
28,8091936,0.2823,0.0120,847,
29,782438,0.2780,0.0095,834,
30,781917,0.2757,0.0114,827,
31,788771,0.2600,0.0117,780,
32,8181152,0.2570,0.0112,771,
33,781915,0.2553,0.0111,766,
34,778504,0.2550,0.0121,765,
35,8089434,0.2527,0.0113,758,
36,8126327,0.2483,0.0120,745,
37,781912,0.2310,0.0107,693,
38,8093514,0.2283,0.0129,685,
39,8126325,0.2240,0.0106,672,
40,8126238,0.2213,0.0115,664,
41,782185,0.2110,0.0116,633,
