Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,765202,1.0000,0.0040,3000,✅
2,8105335,0.8190,0.0109,2457,
3,8122643,0.8040,0.0108,2412,
4,765201,0.7960,0.0115,2388,
5,765199,0.7800,0.0116,2340,
6,8179627,0.7177,0.0098,2153,
7,779861,0.6550,0.0085,1965,
8,8122655,0.6363,0.0098,1909,
9,793646,0.5690,0.0094,1707,
10,8103576,0.5287,0.0117,1586,
11,791705,0.5050,0.0104,1515,
12,782185,0.4860,0.0110,1458,
13,8139718,0.4210,0.0090,1263,
14,775316,0.3930,0.0107,1179,
15,8088206,0.3467,0.0103,1040,
