Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,783619,0.9997,0.0087,2999,✅
2,784907,0.9230,0.0089,2769,
3,8087967,0.7533,0.0099,2260,
4,8158965,0.7090,0.0100,2127,
5,798475,0.6873,0.0096,2062,
6,798480,0.6813,0.0108,2044,
7,792441,0.6320,0.0075,1896,
8,779434,0.6237,0.0124,1871,
9,792440,0.6227,0.0086,1868,
10,8096342,0.6057,0.0097,1817,
11,788794,0.6040,0.0087,1812,
12,781926,0.5850,0.0084,1755,
13,8093316,0.5787,0.0108,1736,
14,777945,0.5730,0.0122,1719,
15,772804,0.5687,0.0112,1706,
16,778448,0.5537,0.0089,1661,
17,777948,0.5527,0.0096,1658,
18,772805,0.5473,0.0089,1642,
19,787914,0.5467,0.0106,1640,
20,8172412,0.5420,0.0105,1626,
21,774596,0.5390,0.0114,1617,
22,783595,0.5377,0.0088,1613,
23,772764,0.5373,0.0099,1612,
24,778082,0.5363,0.0114,1609,
25,8172414,0.5267,0.0095,1580,
26,772763,0.5167,0.0084,1550,
27,794871,0.5157,0.0114,1547,
28,793548,0.4793,0.0112,1438,
29,8112097,0.4750,0.0094,1425,
30,8100969,0.4677,0.0110,1403,
31,8100975,0.4637,0.0092,1391,
32,781921,0.4483,0.0108,1345,
33,8141860,0.4397,0.0108,1319,
34,788905,0.4070,0.0111,1221,
35,774937,0.3927,0.0105,1178,
36,8091304,0.3910,0.0099,1173,
37,8179499,0.3853,0.0092,1156,
38,783617,0.3697,0.0102,1109,
39,8111161,0.3670,0.0085,1101,
40,772726,0.3660,0.0096,1098,
41,778091,0.3217,0.0096,965,
42,8091936,0.2967,0.0110,890,
43,8139623,0.2813,0.0097,844,
44,780273,0.2510,0.0113,753,
45,793832,0.2340,0.0114,702,
46,794273,0.2003,0.0115,601,
47,772725,0.1997,0.0117,599,
