Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,785149,0.8333,0.0110,2500,✅
2,793997,0.8220,0.0100,2466,
3,8179631,0.8103,0.0115,2431,
4,8176978,0.8057,0.0111,2417,
5,8179629,0.8040,0.0110,2412,
6,8176966,0.7993,0.0108,2398,
7,8179611,0.7850,0.0102,2355,
8,792429,0.7800,0.0106,2340,
9,793978,0.7660,0.0100,2298,
10,780288,0.7647,0.0113,2294,
11,785150,0.7560,0.0114,2268,
12,772749,0.7307,0.0094,2192,
13,793975,0.7280,0.0107,2184,
14,780300,0.7273,0.0093,2182,
15,780299,0.7267,0.0087,2180,
16,772741,0.7243,0.0093,2173,
17,780254,0.7213,0.0100,2164,
18,772745,0.7170,0.0107,2151,
19,777942,0.7163,0.0116,2149,
20,772801,0.7093,0.0093,2128,
21,772769,0.7023,0.0098,2107,
22,772809,0.7000,0.0116,2100,
23,793998,0.6883,0.0102,2065,
24,772734,0.6860,0.0108,2058,
25,793999,0.6813,0.0101,2044,
26,772732,0.6527,0.0103,1958,
27,788920,0.6470,0.0120,1941,
28,788923,0.5733,0.0111,1720,
29,772733,0.5640,0.0127,1692,
30,772742,0.5160,0.0086,1548,
31,783619,0.4810,0.0087,1443,
32,784907,0.4807,0.0098,1442,
33,788794,0.4697,0.0108,1409,
34,8181146,0.4657,0.0086,1397,
35,774596,0.4483,0.0075,1345,
36,777948,0.4260,0.0118,1278,
37,8087967,0.4210,0.0098,1263,
38,793982,0.4207,0.0114,1262,
39,8158965,0.4017,0.0094,1205,
40,8095212,0.3927,0.0111,1178,
41,776560,0.3880,0.0092,1164,
42,777945,0.3833,0.0081,1150,
43,772805,0.3823,0.0100,1147,
44,788916,0.3703,0.0127,1111,
45,772810,0.3667,0.0122,1100,
46,772804,0.3627,0.0072,1088,
47,787629,0.3530,0.0119,1059,
48,779434,0.3527,0.0117,1058,
49,788909,0.3510,0.0085,1053,
50,792937,0.3507,0.0103,1052,
51,780283,0.3153,0.0121,946,
52,771731,0.2800,0.0104,840,
53,793981,0.2663,0.0122,799,
54,778082,0.2540,0.0111,762,
55,8091602,0.2233,0.0119,670,
56,8112097,0.2137,0.0091,641,
57,775999,0.1970,0.0113,591,
58,780827,0.1540,0.0126,462,
59,776548,0.0970,0.0111,291,
60,772726,0.0917,0.0098,275,
61,8186079,0.0913,0.0128,274,
62,772725,0.0897,0.0116,269,
