Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,772801,1.0000,0.0078,3000,
2,788923,0.9997,0.0076,2999,⬅️
3,772809,0.9990,0.0085,2997,
4,793975,0.9967,0.0101,2990,
5,793978,0.9960,0.0095,2988,
6,772741,0.9953,0.0095,2986,
7,8186079,0.9907,0.0079,2972,
8,772749,0.9827,0.0095,2948,
9,772810,0.9667,0.0085,2900,
10,772742,0.9033,0.0084,2710,
11,788920,0.8840,0.0097,2652,
12,776560,0.7007,0.0081,2102,
13,785997,0.6883,0.0111,2065,
14,777948,0.6330,0.0079,1899,
15,772763,0.5483,0.0073,1645,
16,772764,0.5473,0.0073,1642,
17,780283,0.4327,0.0118,1298,
18,771731,0.3797,0.0091,1139,
19,786001,0.3273,0.0096,982,
20,8100969,0.3143,0.0074,943,
21,8100975,0.0833,0.0123,250,
