Rank,CAD,Score (lower is better),Eigenvalues,Status
1,771731,0.1999,"0.0355, 0.0321, 0.0001",
2,776560,0.4331,"0.0326, 0.0317, 0.0001",
3,772742,0.4972,"0.0347, 0.0312, 0.0001",
4,788923,0.5444,"0.0393, 0.0259, 0.0001",⬅️
5,780283,0.6306,"0.0502, 0.0169, 0.0001",
6,785997,0.6833,"0.0273, 0.0225, 0.0002",
7,788920,0.7125,"0.0655, 0.0302, 0.0001",
8,772763,0.8273,"0.0350, 0.0085, 0.0001",
9,772764,0.8303,"0.0349, 0.0085, 0.0001",
10,772809,0.8485,"0.0537, 0.0326, 0.0000",
11,772801,0.8550,"0.0522, 0.0347, 0.0000",
12,772741,0.9096,"0.0707, 0.0313, 0.0001",
13,772749,0.9225,"0.0711, 0.0316, 0.0001",
14,777948,0.9256,"0.0640, 0.0096, 0.0001",
15,793975,0.9499,"0.0539, 0.0529, 0.0001",
16,772810,0.9510,"0.0545, 0.0306, 0.0000",
17,8100975,0.9550,"0.0197, 0.0055, 0.0001",
18,8186079,0.9737,"0.0453, 0.0298, 0.0000",
19,793978,0.9739,"0.0543, 0.0535, 0.0001",
20,8100969,0.9744,"0.0191, 0.0055, 0.0001",
21,786001,0.9845,"0.0132, 0.0107, 0.0001",
22,771736,1.0201,"0.0149, 0.0143, 0.0001",
23,788909,1.0218,"0.0433, 0.0222, 0.0000",
24,780254,1.0234,"0.0606, 0.0515, 0.0001",
25,777942,1.0314,"0.0642, 0.0500, 0.0002",
26,788794,1.0342,"0.0598, 0.0097, 0.0001",
27,778082,1.0346,"0.0572, 0.0049, 0.0001",
28,772745,1.0393,"0.0762, 0.0315, 0.0001",
29,781899,1.0554,"0.0229, 0.0219, 0.0000",
30,777945,1.0607,"0.0632, 0.0099, 0.0001",
31,8158965,1.0650,"0.0668, 0.0047, 0.0002",
32,8181146,1.1119,"0.0423, 0.0143, 0.0000",
33,774596,1.1165,"0.0429, 0.0140, 0.0000",
34,788905,1.1273,"0.0392, 0.0013, 0.0001",
35,765199,1.1275,"0.0129, 0.0048, 0.0001",
36,8172414,1.1360,"0.0352, 0.0116, 0.0000",
37,8172412,1.1360,"0.0351, 0.0117, 0.0000",
38,793646,1.1433,"0.0138, 0.0031, 0.0001",
39,8105335,1.1444,"0.0139, 0.0050, 0.0002",
40,772769,1.1504,"0.0816, 0.0423, 0.0001",
41,788695,1.1590,"0.0284, 0.0116, 0.0000",
42,763638,1.1624,"0.0305, 0.0005, 0.0001",
43,778429,1.1723,"0.0315, 0.0002, 0.0001",
44,778091,1.1726,"0.0393, 0.0006, 0.0001",
45,8100966,1.1872,"0.0178, 0.0004, 0.0001",
46,765202,1.1894,"0.0087, 0.0048, 0.0001",
47,8093316,1.1988,"0.0399, 0.0068, 0.0000",
48,772805,1.2011,"0.0473, 0.0097, 0.0000",
49,772804,1.2187,"0.0477, 0.0090, 0.0000",
50,775999,1.2340,"0.0625, 0.0578, 0.0001",
51,8101572,1.2532,"0.0249, 0.0003, 0.0000",
52,772725,1.2754,"0.0547, 0.0002, 0.0000",
53,772726,1.2771,"0.0549, 0.0002, 0.0000",
54,788916,1.2781,"0.0647, 0.0448, 0.0000",
55,8122643,1.2857,"0.0047, 0.0045, 0.0001",
56,765201,1.2895,"0.0049, 0.0033, 0.0001",
57,779861,1.2941,"0.0053, 0.0044, 0.0001",
58,8139718,1.3088,"0.0033, 0.0023, 0.0002",
59,772734,1.3108,"0.0717, 0.0457, 0.0000",
60,772732,1.3140,"0.0720, 0.0452, 0.0000",
61,781282,1.3237,"0.0041, 0.0008, 0.0001",
62,8091304,1.3253,"0.0407, 0.0022, 0.0000",
