Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8111167,0.9493,0.0094,2848,
2,8111165,0.9367,0.0093,2810,⬅️
3,792161,0.8697,0.0072,2609,
4,774935,0.8480,0.0108,2544,
5,783617,0.8263,0.0112,2479,
6,775262,0.7637,0.0091,2291,
7,780273,0.6850,0.0120,2055,
8,793646,0.6613,0.0072,1984,
9,793793,0.6593,0.0081,1978,
10,783595,0.6567,0.0100,1970,
11,765199,0.6563,0.0057,1969,
12,775316,0.6547,0.0048,1964,
13,788698,0.6527,0.0072,1958,
14,8174395,0.6523,0.0043,1957,
15,774937,0.6503,0.0114,1951,
16,8155627,0.6413,0.0077,1924,
17,8179499,0.6217,0.0088,1865,
18,8100969,0.6077,0.0094,1823,
19,777135,0.5967,0.0114,1790,
20,8139623,0.5943,0.0107,1783,
21,778504,0.5667,0.0125,1700,
22,8100975,0.5627,0.0109,1688,
23,794262,0.5520,0.0096,1656,
24,793426,0.5377,0.0106,1613,
25,794516,0.5273,0.0106,1582,
26,784111,0.4920,0.0109,1476,
27,780706,0.4760,0.0116,1428,
28,8089434,0.4703,0.0096,1411,
29,8103578,0.4643,0.0127,1393,
30,781926,0.4627,0.0120,1388,
31,777551,0.4500,0.0111,1350,
32,788771,0.4497,0.0114,1349,
33,777553,0.4370,0.0106,1311,
34,793796,0.4350,0.0093,1305,
35,8094080,0.4277,0.0117,1283,
36,781921,0.4273,0.0123,1282,
37,781917,0.4207,0.0131,1262,
38,8166043,0.4153,0.0099,1246,
39,8105335,0.4150,0.0116,1245,
40,8091936,0.3940,0.0116,1182,
41,782185,0.3877,0.0117,1163,
42,8126325,0.3830,0.0082,1149,
43,8166038,0.3733,0.0113,1120,
44,775310,0.3683,0.0121,1105,
45,8088206,0.3673,0.0102,1102,
46,786001,0.3670,0.0109,1101,
47,8181152,0.3637,0.0112,1091,
48,781916,0.3600,0.0142,1080,
49,781915,0.3537,0.0084,1061,
50,793832,0.3473,0.0120,1042,
51,8126327,0.3467,0.0106,1040,
52,792441,0.3370,0.0114,1011,
53,8111161,0.3303,0.0119,991,
54,792440,0.3287,0.0123,986,
55,8122643,0.3237,0.0117,971,
56,8126238,0.3163,0.0113,949,
57,777141,0.3053,0.0118,916,
58,8179627,0.2957,0.0115,887,
59,778448,0.2917,0.0118,875,
60,8092284,0.2857,0.0116,857,
61,772797,0.2767,0.0093,830,
62,772796,0.2673,0.0097,802,
63,789366,0.2373,0.0113,712,
64,8093514,0.2360,0.0113,708,
65,775510,0.2357,0.0101,707,
66,8181356,0.2297,0.0100,689,
67,765202,0.2270,0.0117,681,
68,792803,0.2220,0.0113,666,
69,794273,0.2020,0.0112,606,
70,785887,0.1900,0.0118,570,
71,779861,0.1890,0.0120,567,
