Rank,CAD,Score (lower is better),Eigenvalues,Status
1,784049,0.4456,"0.0010, 0.0004, 0.0000",
2,793768,0.4973,"0.0007, 0.0003, 0.0000",⬅️
3,776935,0.7300,"0.0015, 0.0003, 0.0000",
4,8121692,0.7999,"0.0015, 0.0001, 0.0000",
5,8098446,0.8009,"0.0014, 0.0004, 0.0001",
6,8121694,0.8037,"0.0015, 0.0001, 0.0000",
7,8092190,0.8157,"0.0006, 0.0005, 0.0000",
8,8150394,0.8198,"0.0008, 0.0006, 0.0000",
9,8095941,0.8247,"0.0013, 0.0002, 0.0001",
10,8092171,0.8791,"0.0006, 0.0002, 0.0000",
11,777253,0.8803,"0.0013, 0.0008, 0.0000",
12,793405,0.9037,"0.0005, 0.0003, 0.0001",
13,779608,0.9365,"0.0005, 0.0005, 0.0000",
14,767940,0.9623,"0.0005, 0.0005, 0.0000",
15,8141343,1.0232,"0.0004, 0.0001, 0.0000",
16,793789,1.0896,"0.0020, 0.0003, 0.0000",
17,763660,1.1046,"0.0005, 0.0001, 0.0000",
18,794601,1.1881,"0.0018, 0.0001, 0.0000",
19,793689,1.1960,"0.0004, 0.0001, 0.0000",
20,777087,1.2265,"0.0012, 0.0010, 0.0000",
21,794159,1.2892,"0.0004, 0.0000, 0.0000",
22,798351,1.3535,"0.0019, 0.0000, 0.0000",
23,792783,1.4052,"0.0006, 0.0006, 0.0001",
24,792795,1.4182,"0.0001, 0.0001, 0.0000",
25,767340,1.5278,"0.0024, 0.0003, 0.0000",
26,792510,1.5620,"0.0024, 0.0005, 0.0000",
27,763621,1.7857,"0.0024, 0.0001, 0.0000",
28,763620,1.7937,"0.0024, 0.0001, 0.0000",
29,794679,1.8401,"0.0024, 0.0001, 0.0000",
30,798512,2.0481,"0.0029, 0.0002, 0.0000",
31,778899,2.1932,"0.0026, 0.0003, 0.0001",
32,778906,2.2246,"0.0016, 0.0006, 0.0003",
33,778920,2.2387,"0.0014, 0.0006, 0.0003",
34,791713,2.5148,"0.0035, 0.0003, 0.0000",
35,8093118,2.5859,"0.0006, 0.0004, 0.0003",
36,775318,2.7569,"0.0011, 0.0005, 0.0004",
37,8063089,2.7971,"0.0038, 0.0005, 0.0000",
38,792350,2.8140,"0.0011, 0.0008, 0.0003",
39,8117985,3.3066,"0.0033, 0.0013, 0.0000",
40,8188926,3.7930,"0.0011, 0.0008, 0.0005",
41,778844,4.0537,"0.0024, 0.0024, 0.0000",
42,781282,4.0671,"0.0041, 0.0008, 0.0001",
43,778915,4.1160,"0.0014, 0.0009, 0.0005",
44,8144696,4.2377,"0.0037, 0.0005, 0.0003",
45,777133,4.4339,"0.0025, 0.0025, 0.0000",
46,8171486,4.5036,"0.0017, 0.0016, 0.0004",
47,778897,4.6394,"0.0050, 0.0002, 0.0002",
48,777239,4.8431,"0.0024, 0.0009, 0.0005",
49,779699,4.8961,"0.0034, 0.0014, 0.0002",
50,792358,5.1938,"0.0018, 0.0011, 0.0006",
51,777991,5.2593,"0.0041, 0.0020, 0.0000",
52,8139718,5.5085,"0.0033, 0.0023, 0.0002",
53,794515,5.7366,"0.0042, 0.0010, 0.0003",
54,8063088,5.8746,"0.0073, 0.0004, 0.0000",
55,781914,6.3844,"0.0022, 0.0013, 0.0006",
56,793791,6.4409,"0.0078, 0.0003, 0.0000",
57,777217,6.8246,"0.0045, 0.0008, 0.0005",
58,8174397,7.4248,"0.0028, 0.0017, 0.0006",
59,772841,7.6357,"0.0088, 0.0001, 0.0000",
60,772840,7.7114,"0.0089, 0.0001, 0.0000",
61,765201,7.7409,"0.0049, 0.0033, 0.0001",
62,781613,7.8919,"0.0043, 0.0023, 0.0004",
