Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8172410,0.8217,0.0095,2465,
2,771615,0.7363,0.0114,2209,
3,8092992,0.7117,0.0098,2135,
4,772132,0.6863,0.0097,2059,
5,785169,0.6800,0.0096,2040,
6,772144,0.6637,0.0110,1991,
7,794870,0.5773,0.0104,1732,
8,8172406,0.5767,0.0113,1730,
9,794871,0.5430,0.0106,1629,
10,771612,0.5427,0.0126,1628,
11,8092901,0.5400,0.0093,1620,
12,781831,0.5200,0.0119,1560,
13,771742,0.5090,0.0127,1527,
14,785159,0.4757,0.0124,1427,
15,785997,0.4587,0.0098,1376,
16,788786,0.4463,0.0121,1339,
17,8088959,0.4423,0.0120,1327,
18,8149518,0.4287,0.0109,1286,
19,777155,0.4167,0.0129,1250,
20,8141860,0.4140,0.0099,1242,
21,779815,0.3990,0.0118,1197,
22,8143504,0.3883,0.0104,1165,
23,8125655,0.3610,0.0115,1083,
24,8126425,0.3583,0.0121,1075,
25,784856,0.3527,0.0126,1058,
26,8087967,0.3497,0.0113,1049,
27,794008,0.3237,0.0110,971,
28,785173,0.3177,0.0126,953,
29,779434,0.2910,0.0117,873,
30,783596,0.2863,0.0118,859,
31,787913,0.2510,0.0116,753,
32,768552,0.2337,0.0125,701,
33,8181354,0.2217,0.0122,665,
34,780827,0.2093,0.0105,628,
35,787914,0.1670,0.0116,501,
