Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,780296,0.8957,0.0104,2687,
2,780295,0.8880,0.0110,2664,
3,780252,0.8820,0.0110,2646,
4,792429,0.8650,0.0103,2595,⬅️
5,772733,0.8647,0.0105,2594,
6,8179589,0.8643,0.0112,2593,
7,776556,0.8500,0.0117,2550,
8,780288,0.8223,0.0111,2467,
9,772732,0.7977,0.0102,2393,
10,772734,0.7967,0.0099,2390,
11,770066,0.7893,0.0104,2368,
12,8179611,0.7700,0.0103,2310,
13,8179592,0.7697,0.0104,2309,
14,772769,0.7627,0.0119,2288,
15,780254,0.7620,0.0104,2286,
16,8179614,0.7400,0.0111,2220,
17,777942,0.7363,0.0107,2209,
18,793978,0.7233,0.0107,2170,
19,8091607,0.7177,0.0105,2153,
20,793975,0.7153,0.0101,2146,
21,8176978,0.6900,0.0121,2070,
22,772745,0.6777,0.0098,2033,
23,772749,0.6760,0.0105,2028,
24,772741,0.6747,0.0099,2024,
25,8176966,0.6697,0.0107,2009,
26,788920,0.6387,0.0114,1916,
27,793981,0.3187,0.0123,956,
28,785997,0.3107,0.0083,932,
29,793982,0.3067,0.0115,920,
30,8095212,0.2887,0.0127,866,
31,771731,0.1673,0.0104,502,
32,775999,0.1500,0.0108,450,
33,792937,0.1243,0.0113,373,
